	S3_RG	S3_SG	logFC	logCPM	PValue	FDR
TRINITY_DN7059_c0_g2	740.059	0.10800000000000001	12.5905324993486	8.79981443764359	2.65097596284431e-26	5.95674298851117e-22
TRINITY_DN7059_c0_g1	1268.262	0.637	10.689974262562	6.90213358129197	1.30679319468009e-20	1.46818215422308e-16
TRINITY_DN6936_c2_g1	232.299	0.14300000000000002	10.5309661564086	6.743582468685019	3.89613013172935e-20	2.91820146866529e-16
TRINITY_DN8566_c3_g2	112.26799999999999	0.0	13.314056248211601	6.3498209305434505	5.35673317406349e-20	3.00914486053016e-16
TRINITY_DN7894_c0_g1	79.082	0.0	13.2682571282372	6.3041705680857	7.344589923341839e-20	3.3006587115498196e-16
TRINITY_DN9205_c10_g1	125.801	0.0	12.6926441473848	5.7308877001163205	3.76569966701082e-18	1.41025452529555e-14
TRINITY_DN8745_c2_g1	58.73	0.0	12.6032431603352	5.64193859526775	6.86115766720891e-18	2.20243161117406e-14
TRINITY_DN8842_c2_g1	3.6710000000000003	682.087	-7.4971239461122	8.70394468589286	1.82344466532802e-17	5.12160020374008e-14
TRINITY_DN9754_c2_g1	3695.645	25.041	7.06731941224946	7.932474056117541	4.3318796616565703e-16	9.96465323754841e-13
TRINITY_DN16298_c0_g1	0.134	52.512	-8.520825641369589	5.642351809239429	4.43464763575808e-16	9.96465323754841e-13
TRINITY_DN8416_c0_g4	0.062	43.107	-9.13325347532051	5.33785357305054	5.980073682439259e-16	1.2215659604037302e-12
TRINITY_DN11021_c0_g1	105.038	0.0	11.8378707047784	4.88180848232386	1.23488125763895e-15	2.31231515492893e-12
TRINITY_DN7502_c6_g1	2.201	300.801	-7.05743471806279	7.105005873371621	1.47088336695046e-15	2.54236532733668e-12
TRINITY_DN15295_c0_g1	0.0	36.535	-11.783254709024598	4.82636679988567	1.78282795691298e-15	2.86143887084534e-12
TRINITY_DN6547_c2_g1	0.07200000000000001	39.521	-8.28376118731936	5.40715350815274	2.18279140819903e-15	3.26982152948215e-12
TRINITY_DN8633_c3_g1	1194.744	0.0	11.723732140829698	4.76871382805069	2.6102049497600798e-15	3.6657065763193104e-12
TRINITY_DN9737_c3_g1	0.165	51.042	-8.18817210975735	5.312407698598469	4.20657161374194e-15	5.56009789181067e-12
TRINITY_DN9317_c1_g1	130.387	0.5920000000000001	7.72868141166996	5.42669798603948	8.308881649013991e-15	1.03722539251858e-11
TRINITY_DN8315_c3_g1	0.38	58.196999999999996	-7.325655905067401	5.72168835774755	1.12873109971122e-14	1.33487304265847e-11
TRINITY_DN6787_c5_g1	853.91	0.0	11.4560244840668	4.50379733465466	1.57623831427943e-14	1.69393047628319e-11
TRINITY_DN6150_c4_g1	9.183	0.018000000000000002	8.629080472984919	4.8535956211124995	1.58311259465718e-14	1.69393047628319e-11
TRINITY_DN5962_c5_g1	117.965	0.0	11.443715624324401	4.49162941824784	1.71166122604763e-14	1.72347764543759e-11
TRINITY_DN8654_c4_g1	35.787	0.081	8.61296533422421	4.83766171930652	1.7641293210976698e-14	1.72347764543759e-11
TRINITY_DN8871_c5_g1	0.0	1378.832	-11.3836377608941	4.4305753854833	2.53793954158929e-14	2.34760443490699e-11
TRINITY_DN7803_c4_g1	0.0	22.092	-11.3792873676395	4.42627274603752	2.61193194804961e-14	2.34760443490699e-11
TRINITY_DN9163_c3_g1	0.72	102.505	-6.67366172149717	6.42895880702305	3.28610286447273e-14	2.8399512063347e-11
TRINITY_DN9550_c3_g1	61.312	0.0	11.305439585794	4.3550202541753	4.31331290647108e-14	3.58963485216316e-11
TRINITY_DN6267_c1_g2	0.0	74.49600000000001	-11.198496853062501	4.247599614576069	8.59009859801054e-14	6.89355412490346e-11
TRINITY_DN6059_c1_g2	351.837	0.0	11.167539512170901	4.21894546425927	1.08065112787354e-13	8.37318304942013e-11
TRINITY_DN9214_c1_g1	51.933	0.0	11.1219170066655	4.17396527896204	1.463228959963e-13	1.0959584910122898e-10
TRINITY_DN9110_c4_g1	85.705	0.0	11.090680248314099	4.14317985976224	1.7386006982505802e-13	1.2602050867642098e-10
TRINITY_DN8940_c3_g1	1.419	101.94	-6.11085752137926	7.5530707028657496	1.8798023898265502e-13	1.3199737406063302e-10
TRINITY_DN6642_c2_g1	20.259	0.0	11.069473562760699	4.1222850590079	2.0001099390007998e-13	1.36189304028327e-10
TRINITY_DN9141_c0_g1	25.781	0.0	11.0641228238856	4.11701372079861	2.07205633968428e-13	1.36938546919723e-10
TRINITY_DN6426_c0_g1	98.765	0.0	11.009494764865199	4.06321291375871	2.9712404310377394e-13	1.90753635672623e-10
TRINITY_DN8827_c0_g1	654.58	5.155	6.7766385657349	5.1962569357419195	4.0283666038764206e-13	2.51437215525287e-10
TRINITY_DN6555_c1_g2	21.164	0.0	10.844520342773098	3.9009298601568996	8.78764817700522e-13	5.33671498749479e-10
TRINITY_DN8194_c4_g1	319.207	2.636	6.773065262901371	4.88193657806438	1.15133808163374e-12	6.80804386692373e-10
TRINITY_DN129_c0_g1	9.924	0.0	10.7936993481089	3.85099997365601	1.22566128186551e-12	7.06169461628669e-10
TRINITY_DN7022_c2_g1	34.584	0.0	10.727547224334	3.78605430574642	1.8881164172612704e-12	1.06064939739652e-09
TRINITY_DN6092_c0_g2	44.641999999999996	0.0	10.713944857870999	3.77270672493545	2.0632584378669598e-12	1.13076627070416e-09
TRINITY_DN5937_c1_g7	0.0	24.405	-10.709359908437301	3.76571645034487	2.15747115192481e-12	1.1542470662797699e-09
TRINITY_DN7607_c1_g1	0.0	25.355	-10.6163079469074	3.6743443684269397	3.92866456252578e-12	2.0529556446501004e-09
TRINITY_DN6357_c0_g4	0.895	58.958999999999996	-5.97855571914279	5.630982022305719	4.21554607135293e-12	2.1528027323477303e-09
TRINITY_DN8732_c1_g2	0.0	7.191	-10.5636007050276	3.62263764589067	5.50998121053644e-12	2.7513172844611896e-09
TRINITY_DN8387_c4_g1	13.347999999999999	0.054000000000000006	7.7285379510803605	3.96693428438073	6.02099996675538e-12	2.94112759245638e-09
TRINITY_DN9401_c3_g1	35.52	0.0	10.500777164711302	3.5638507580269905	8.22929778361081e-12	3.93430470633479e-09
TRINITY_DN8030_c5_g1	30.378	0.9059999999999999	6.30649454631119	4.7348786887849	8.95295246692735e-12	4.191100873580361e-09
TRINITY_DN6553_c1_g1	143.129	0.601	7.6422434840442	3.8824673895775	1.0557631561761699e-11	4.79224045104518e-09
TRINITY_DN7024_c1_g1	0.0	3.73	-10.460293777451199	3.5214005089247595	1.0663641413095599e-11	4.79224045104518e-09
TRINITY_DN6830_c6_g1	1.615	118.35700000000001	-6.17639439076966	4.845631376538821	1.12245060109706e-11	4.945385295421741e-09
TRINITY_DN4358_c0_g1	0.051	6.0520000000000005	-6.6392628703944006	4.3372751644426	1.2507162459944198e-11	5.40453731682589e-09
TRINITY_DN6054_c4_g1	0.0	263.79	-10.4269591342058	3.4887658198158698	1.31852504189025e-11	5.590048620995071e-09
TRINITY_DN7340_c3_g2	4.34	210.982	-5.5760155317598	6.22593689502478	1.3891220117063899e-11	5.7802910376005e-09
TRINITY_DN7408_c3_g2	23.281999999999996	0.10800000000000001	7.57062315854486	3.81244629912579	1.6799462322489098e-11	6.86334397066053e-09
TRINITY_DN1674_c0_g1	15.487	0.0	10.3506438084154	3.41714481898319	2.1624533557567103e-11	8.67684408997379e-09
TRINITY_DN6488_c3_g3	0.0	23.221	-10.294609600597699	3.35935949523692	3.05020887179135e-11	1.20242444472196e-08
TRINITY_DN7344_c1_g2	27.396	0.40299999999999997	6.102814945492691	4.53595128734582	3.40476695097426e-11	1.3190536791102e-08
TRINITY_DN7321_c3_g3	32.342	0.583	5.7159768115046905	5.1325200132242195	3.54770299441834e-11	1.3511336658403399e-08
TRINITY_DN8479_c1_g2	31.776999999999997	0.0	10.259950089016199	3.3286940123141497	3.86235477424071e-11	1.44645186295315e-08
TRINITY_DN7257_c2_g1	21.668000000000003	458.66	-5.16691356376756	8.945417166615831	3.9912268937448103e-11	1.4702109557778e-08
TRINITY_DN6808_c0_g1	0.14400000000000002	28.825	-7.438640114065469	3.66700283092779	4.35055917157177e-11	1.5767268481486698e-08
TRINITY_DN9468_c9_g1	13.934000000000001	0.0	10.222013613967698	3.29173662528454	4.91874546024125e-11	1.7543525474860503e-08
TRINITY_DN9118_c4_g1	6.52	0.0	10.1328233757355	3.20494782916493	8.66617546199184e-11	3.0426400411087e-08
TRINITY_DN5949_c0_g3	9.482000000000001	0.0	10.101824413831698	3.1748173542270695	1.05442579793206e-10	3.58984055750507e-08
TRINITY_DN9219_c5_g1	0.0	25.373	-10.0968391324247	3.16651796408243	1.05442579793206e-10	3.58984055750507e-08
TRINITY_DN8925_c4_g1	2.365	168.43	-5.81111624253449	4.48925644839249	1.1916879815539e-10	3.99660133515165e-08
TRINITY_DN6904_c1_g1	26.141	959.971	-4.988656049224531	8.54222264819036	1.32729866492461e-10	4.3859413236552796e-08
TRINITY_DN6099_c3_g1	14.15	28.959	-5.32144366805502	5.3074203998519405	1.80828504876174e-10	5.88871957183716e-08
TRINITY_DN9355_c7_g1	2.427	92.087	-5.20327934418218	5.738827369438419	1.842238374672e-10	5.9135851826971306e-08
TRINITY_DN8822_c3_g2	25.884	0.9229999999999999	5.9848584800869	4.11192981954758	1.90421723793187e-10	6.026445258637901e-08
TRINITY_DN8195_c0_g1	325.42900000000003	0.0	9.95922077394083	3.0364468613782103	2.5870101030941497e-10	7.963029728291181e-08
TRINITY_DN6667_c0_g3	0.0	8.365	-9.952030028937141	3.0257666449356497	2.5870101030941497e-10	7.963029728291181e-08
TRINITY_DN7219_c2_g1	2.489	54.933	-5.32933744943871	4.998185345555	2.90326096160048e-10	8.81571267664363e-08
TRINITY_DN7913_c4_g3	8.658999999999999	0.0	9.912347635625759	2.99105457491704	3.4684020546505303e-10	1.0391332555733e-07
TRINITY_DN8356_c6_g2	5.584	166.028	-4.86143279597314	7.476293532322559	3.6867433524335e-10	1.0900147780155302e-07
TRINITY_DN1027_c0_g1	29.215999999999998	0.0	9.90038747001953	2.9794796571091	3.7372704309800404e-10	1.09060346213145e-07
TRINITY_DN6221_c1_g1	16.094	0.0	9.88832732334986	2.9678110683486403	4.0292446834003597e-10	1.16073241071803e-07
TRINITY_DN9226_c9_g1	226.324	0.0	9.87616550993095	2.95604727963298	4.3465080442980203e-10	1.22729369825455e-07
TRINITY_DN7590_c3_g1	2.1180000000000003	69.14399999999999	-4.9679180631361	6.17540408654853	4.36953697642921e-10	1.22729369825455e-07
TRINITY_DN9455_c1_g1	17.287	0.0	9.863900301083211	2.94418672420582	4.691469000194691e-10	1.30144825227623e-07
TRINITY_DN8498_c1_g3	0.0	5.11	-9.84252052121226	2.91960430768609	5.066786520210259e-10	1.38842308669664e-07
TRINITY_DN9495_c4_g1	1.028	33.729	-4.982615438060019	5.818061278763161	5.53074262951947e-10	1.49729863717232e-07
TRINITY_DN6329_c6_g2	33.885	0.493	6.9960555355511795	3.25389193902283	6.56360959511381e-10	1.75576556669294e-07
TRINITY_DN7638_c2_g3	53.095	5.6129999999999995	5.25566593400971	4.68606147464091	6.91026391106241e-10	1.82674858919497e-07
TRINITY_DN4823_c0_g1	7.1160000000000005	0.0	9.78803513530271	2.87089846818298	7.51319016506342e-10	1.9630393373136602e-07
TRINITY_DN6201_c2_g2	9.235	0.0	9.761833535767419	2.84561716634778	8.83476684272374e-10	2.2558773972273002e-07
TRINITY_DN8487_c2_g1	17.009	0.0	9.761833535767419	2.84561716634778	8.83476684272374e-10	2.2558773972273002e-07
TRINITY_DN5689_c3_g1	17.801	0.314	6.2555954665052305	3.43435561506946	1.15845385206951e-09	2.91955610990441e-07
TRINITY_DN13756_c0_g1	17.143	0.126	6.90369197501713	3.1647213189134002	1.1693816194543699e-09	2.91955610990441e-07
TRINITY_DN9524_c4_g1	14.366	0.0	9.70795803263378	2.7936844949892903	1.23155699184124e-09	3.04099841831568e-07
TRINITY_DN8300_c1_g1	11.59	0.19699999999999998	5.8959466040151	3.63216807781902	1.3221623671889697e-09	3.21086910606707e-07
TRINITY_DN8249_c2_g1	2.5810000000000004	78.665	-4.88365623389616	5.493551746807589	1.32893113869265e-09	3.21086910606707e-07
TRINITY_DN8159_c4_g1	0.36	17.528	-5.69338303232234	3.81237350094157	1.36679910373115e-09	3.2672314745573304e-07
TRINITY_DN3363_c0_g1	22.912	0.0	9.680246536820919	2.76699940117561	1.4602357948458999e-09	3.41786440731118e-07
TRINITY_DN6120_c3_g1	0.0	4.4830000000000005	-9.66804423217901	2.75100591024898	1.4602357948458999e-09	3.41786440731118e-07
TRINITY_DN8583_c2_g1	23.076999999999998	0.556	5.375712360955009	4.0852898175949	1.7086253220716502e-09	3.95802175123195e-07
TRINITY_DN7891_c2_g1	20.711	627.951	-4.601593083389861	7.580997371870629	1.8047663161952698e-09	4.13807133927629e-07
TRINITY_DN6549_c2_g2	6.797999999999999	51.589	-4.79388335125538	5.63628548473216	1.8624227655308102e-09	4.22713530721994e-07
TRINITY_DN4911_c0_g1	0.8540000000000001	11.638	-5.848634763859941	3.56879554000095	1.9600410303652896e-09	4.4042121952307995e-07
TRINITY_DN9670_c4_g2	20.166	0.565	5.176613603246059	4.29597261851497	2.2747571546231104e-09	5.06077161033478e-07
TRINITY_DN8867_c2_g1	18.86	0.161	6.7821306438424	3.0476698646161604	2.4864041546405e-09	5.46829060768057e-07
TRINITY_DN5857_c3_g2	1.141	31.479	-4.72542848670166	5.72122437288777	2.5066040613756104e-09	5.46829060768057e-07
TRINITY_DN3901_c0_g1	0.154	8.5	-6.138800889436849	3.30399799239712	2.58740050092357e-09	5.59027781305313e-07
TRINITY_DN9613_c3_g1	13.914000000000001	0.0	9.578836724956721	2.66950869660361	2.71465977113102e-09	5.80937191022039e-07
TRINITY_DN8496_c2_g3	0.0	5.066	-9.549144101786391	2.63653062683958	3.26458618107822e-09	6.72983958613097e-07
TRINITY_DN7683_c8_g2	0.0	21.186	-9.549144101786391	2.63653062683958	3.26458618107822e-09	6.72983958613097e-07
TRINITY_DN5650_c3_g1	0.0	18.541	-9.549144101786391	2.63653062683958	3.26458618107822e-09	6.72983958613097e-07
TRINITY_DN3285_c0_g1	17.317999999999998	0.0	9.53309388897617	2.6256205639662	3.26458618107822e-09	6.72983958613097e-07
TRINITY_DN8408_c3_g1	65.127	1552.059	-4.9243633297816904	4.60775444819242	3.8548970813983995e-09	7.87450340172928e-07
TRINITY_DN8141_c4_g1	12.238	0.0	9.50177251468862	2.59560149983663	3.93955886266399e-09	7.974944832798191e-07
TRINITY_DN7014_c3_g2	14.562000000000001	0.32299999999999995	5.502979208506731	3.6469431541135697	4.03046448070637e-09	8.086119364417159e-07
TRINITY_DN9749_c8_g1	6.859	0.0	9.485853081910118	2.58035425420177	4.33351474893039e-09	8.617174903404059e-07
TRINITY_DN2122_c0_g1	0.0	13.673	-9.48580526877847	2.57569884115897	4.771243511448621e-09	9.40437207914478e-07
TRINITY_DN8271_c3_g1	0.237	11.297	-5.69494268634873	3.4209631554877697	5.05205025607215e-09	9.871266891647057e-07
TRINITY_DN9156_c0_g1	0.0	77.025	-9.46952632172844	2.56008180919916	5.2581050942495e-09	1.01853121954988e-06
TRINITY_DN9084_c2_g1	7.476	167.56099999999998	-4.435631548392741	7.322022449182941	5.32005685014641e-09	1.02031411136497e-06
TRINITY_DN8226_c2_g1	40.117	1.183	5.10610652667802	4.04149538544369	5.3581248393888005e-09	1.02031411136497e-06
TRINITY_DN5415_c1_g1	4.494	0.045	6.64937620874822	2.92027013079691	5.62229926733168e-09	1.06162239106675e-06
TRINITY_DN6431_c2_g2	3.116	129.78799999999998	-5.45625146382929	3.58425366034576	5.9413673547534e-09	1.11252103717757e-06
TRINITY_DN6975_c3_g4	728.243	16.980999999999998	5.08265953486535	4.019061703259689	6.2039518193117896e-09	1.15208923454493e-06
TRINITY_DN8983_c7_g1	6.602	0.0	9.42035832300628	2.51769953661728	6.4043629702510594e-09	1.17955767165198e-06
TRINITY_DN9486_c4_g2	4.545	98.525	-4.38571916876204	7.6590355964290096	6.749956697712429e-09	1.23310184550893e-06
TRINITY_DN8310_c1_g1	0.586	30.546	-5.96292762905035	3.13505253226375	7.55305549300559e-09	1.36868674941803e-06
TRINITY_DN6977_c1_g2	19.878	0.287	6.597903687375281	2.8710023554074002	7.696284715304459e-09	1.38348414042313e-06
TRINITY_DN8914_c1_g1	5.0489999999999995	193.517	-5.407098636157239	3.5371551390234797	8.02989282527774e-09	1.42072198255111e-06
TRINITY_DN6561_c0_g1	0.28800000000000003	18.03	-5.407098636157239	3.5371551390234797	8.02989282527774e-09	1.42072198255111e-06
TRINITY_DN8546_c1_g1	11.785	0.11699999999999999	6.58474340566899	2.8584177881833397	8.33781120782055e-09	1.4636767018728701e-06
TRINITY_DN2360_c0_g1	0.0	20.415	-9.38525671921253	2.47935768536612	8.67364001302795e-09	1.48776100070792e-06
TRINITY_DN8625_c1_g1	29.905	0.0	9.369209101607519	2.4688540554210094	8.67364001302795e-09	1.48776100070792e-06
TRINITY_DN6542_c2_g7	14.839	0.0	9.369209101607519	2.4688540554210094	8.67364001302795e-09	1.48776100070792e-06
TRINITY_DN8230_c4_g1	1.954	43.699	-4.85664992357517	4.28563266480434	9.37908405432497e-09	1.59657589924759e-06
TRINITY_DN5981_c3_g8	0.0	29.13	-9.36779560200444	2.46265680246554	9.616426970965759e-09	1.6246700303578998e-06
TRINITY_DN8414_c5_g1	12.649000000000001	0.081	5.89835417962099	3.09143385269846	1.05925864142794e-08	1.7762344532004397e-06
TRINITY_DN9370_c2_g1	413.725	0.0	9.33407353712434	2.4353459471399	1.0673177187555401e-08	1.77649104743978e-06
TRINITY_DN7715_c4_g1	7.085	0.0	9.29806087151975	2.40104033544592	1.31915673104617e-08	2.1636096165406997e-06
TRINITY_DN9673_c6_g1	17.77	0.0	9.29806087151975	2.40104033544592	1.31915673104617e-08	2.1636096165406997e-06
TRINITY_DN7167_c4_g1	5.234	57.04	-5.16710344553287	3.61475050353606	1.40338523177206e-08	2.28507725782016e-06
TRINITY_DN16757_c0_g1	10.366	226.25	-4.493423687095549	5.1201064996676	1.56203471311648e-08	2.52510215854154e-06
TRINITY_DN4658_c0_g1	10.119	0.10800000000000001	6.47490218265828	2.7535795944791697	1.6207301795046397e-08	2.55747218140908e-06
TRINITY_DN16019_c0_g1	0.0	51.015	-9.277171927886831	2.3761258371045	1.6379184803193404e-08	2.55747218140908e-06
TRINITY_DN8791_c3_g2	3.815	0.0	9.26112619043859	2.36589831308641	1.6379184803193404e-08	2.55747218140908e-06
TRINITY_DN8315_c4_g1	8.237	0.0	9.26112619043859	2.36589831308641	1.6379184803193404e-08	2.55747218140908e-06
TRINITY_DN7976_c3_g1	2.9619999999999997	68.418	-4.725739541197179	4.29505533003833	1.6389674860832598e-08	2.55747218140908e-06
TRINITY_DN7321_c4_g1	0.0	46.038999999999994	-9.258343495555131	2.3581795210871097	1.82837411756578e-08	2.77591665011507e-06
TRINITY_DN8713_c4_g3	5.954	0.0	9.24229810028101	2.3480006991098903	1.82837411756578e-08	2.77591665011507e-06
TRINITY_DN8214_c1_g1	31.191	0.0	9.24229810028101	2.3480006991098903	1.82837411756578e-08	2.77591665011507e-06
TRINITY_DN8834_c2_g2	12.267999999999999	0.0	9.24229810028101	2.3480006991098903	1.82837411756578e-08	2.77591665011507e-06
TRINITY_DN8988_c2_g1	0.843	24.423000000000002	-4.792638587192309	4.07647506790743	1.92508654054204e-08	2.90313386348857e-06
TRINITY_DN9184_c6_g2	25.421	0.0	9.223221038726038	2.32987805361592	2.0434769549264603e-08	3.06112847847984e-06
TRINITY_DN6439_c4_g2	0.0	9.638	-9.21993301616884	2.32160358454211	2.2867480209891402e-08	3.37654692427088e-06
TRINITY_DN8715_c2_g1	0.051	5.362	-6.4169962763797	2.68041475477669	2.29911739836869e-08	3.37654692427088e-06
TRINITY_DN9507_c10_g1	11.693	0.126	6.4166774877148605	2.6981557012560295	2.29911739836869e-08	3.37654692427088e-06
TRINITY_DN7067_c3_g1	126.325	5.084	4.490047231161481	4.70400157246037	2.42904254230505e-08	3.54419389127237e-06
TRINITY_DN8841_c2_g2	16.403	0.44799999999999995	5.18889768078817	3.3471457523009103	2.79324807950521e-08	4.0493086675149695e-06
TRINITY_DN6127_c2_g1	22.1	0.0	9.16442792280335	2.2741014707975804	2.87473054181356e-08	4.08830349838928e-06
TRINITY_DN9486_c4_g1	3.3110000000000004	0.0	9.16442792280335	2.2741014707975804	2.87473054181356e-08	4.08830349838928e-06
TRINITY_DN8496_c2_g6	4.247	0.0	9.16442792280335	2.2741014707975804	2.87473054181356e-08	4.08830349838928e-06
TRINITY_DN3717_c0_g1	0.33899999999999997	19.357	-5.72416689658663	2.9071073698866003	3.14744549070209e-08	4.44799372176579e-06
TRINITY_DN7132_c2_g1	33.813	0.0	9.14428545227105	2.25501908476667	3.22963554697572e-08	4.53561942128403e-06
TRINITY_DN8113_c4_g2	22.233	1.0759999999999998	4.457085482027639	4.58683220572526	3.36345426640238e-08	4.69421225876158e-06
TRINITY_DN6847_c1_g3	0.0	7.809	-9.13990090925519	2.24554932605384	3.6333399903476804e-08	5.0086594836265194e-06
TRINITY_DN8760_c0_g1	0.0	3.03	-9.13990090925519	2.24554932605384	3.6333399903476804e-08	5.0086594836265194e-06
TRINITY_DN6403_c5_g2	2.5610000000000004	62.688	-4.59620452731134	4.17197464761913	3.7365184555315796e-08	5.1194859570606396e-06
TRINITY_DN6363_c0_g1	8.113999999999999	241.34900000000002	-5.3619902614476205	3.1029798832957	3.7670035873915e-08	5.12997397628406e-06
TRINITY_DN7664_c7_g1	6.457999999999999	0.0	9.08211365153908	2.19620753113761	4.61803291210696e-08	6.251036116568879e-06
TRINITY_DN6354_c0_g1	0.247	10.992	-5.65774760543409	2.84401667135849	4.65333116083942e-08	6.26109887329712e-06
TRINITY_DN8153_c1_g2	317.438	13.924000000000001	4.3621975152161605	4.5830526901178805	5.3546695427786904e-08	7.161870513466499e-06
TRINITY_DN6298_c1_g1	16.793	1.426	4.72955713333598	3.68326617067603	5.46710524514462e-08	7.26898549457986e-06
TRINITY_DN6235_c1_g2	2.9410000000000003	60.339	-4.32579931721336	4.762256580698611	5.5496043497788895e-08	7.33527116114892e-06
TRINITY_DN7133_c1_g1	0.0	27.148000000000003	-9.05516699426649	2.16526588465178	5.90432711011353e-08	7.668799431459599e-06
TRINITY_DN8824_c0_g1	0.0	7.791	-9.05516699426649	2.16526588465178	5.90432711011353e-08	7.668799431459599e-06
TRINITY_DN6560_c3_g3	11.004000000000001	0.0	9.03912558994578	2.15562278562101	5.90432711011353e-08	7.668799431459599e-06
TRINITY_DN7313_c1_g3	13.832	0.0	9.01714147336024	2.13489363046042	6.69157072479532e-08	8.641355987709809e-06
TRINITY_DN9336_c0_g1	5.142	91.73700000000001	-4.12405132982672	5.72970203043652	7.003559908577071e-08	8.99257092261295e-06
TRINITY_DN6209_c5_g2	2.807	69.153	-4.63110585694739	3.75837889207529	7.22877715800299e-08	9.20905846584807e-06
TRINITY_DN8686_c1_g2	2.468	46.9	-4.28175806930591	4.7206986206113895	7.254131501802889e-08	9.20905846584807e-06
TRINITY_DN6715_c0_g1	6.457999999999999	0.0	8.97214197739103	2.09251881845301	8.63636266073176e-08	1.0841288770203501e-05
TRINITY_DN844_c0_g1	8.916	0.0	8.97214197739103	2.09251881845301	8.63636266073176e-08	1.0841288770203501e-05
TRINITY_DN6374_c3_g3	0.07200000000000001	8.329	-6.2049915216599905	2.47923130435762	8.692495752186709e-08	1.0851132197313099e-05
TRINITY_DN3899_c0_g1	0.154	5.2	-5.00622547937021	3.1558067058073904	8.920933030234891e-08	1.1074771557424199e-05
TRINITY_DN9626_c6_g1	0.267	12.857000000000001	-5.52989677321442	2.72300236148646	9.798726498106029e-08	1.20115063835331e-05
TRINITY_DN9770_c0_g1	8.988	0.0	8.949104697448039	2.0708548276251597	9.835857474722269e-08	1.20115063835331e-05
TRINITY_DN1072_c0_g1	7.497000000000001	0.0	8.949104697448039	2.0708548276251597	9.835857474722269e-08	1.20115063835331e-05
TRINITY_DN8142_c1_g1	1.08	20.173	-4.4713460223538	3.9199804488681096	1.01320414541029e-07	1.2306322782361698e-05
TRINITY_DN5937_c1_g3	6.119	0.0	8.925693575352481	2.0488601919350002	1.1221189513415501e-07	1.3555920879916499e-05
TRINITY_DN8302_c2_g5	5.522	93.414	-4.0486280363677105	5.62660581806131	1.1292161709423199e-07	1.35687098187561e-05
TRINITY_DN13750_c0_g1	4.196000000000001	69.09899999999999	-3.99464923315337	6.090529058447981	1.19334198912161e-07	1.4262975795512e-05
TRINITY_DN91_c0_g1	14.459000000000001	0.0	8.90189627748355	2.0265246569125397	1.28242165867606e-07	1.52465686087043e-05
TRINITY_DN10967_c0_g1	3.548	0.0	8.877699849611382	2.00383748344181	1.46827987007839e-07	1.7364341410874498e-05
TRINITY_DN8832_c4_g1	24.259	363.22	-3.85481788382478	8.447485801072249	1.5502757902074803e-07	1.8238061259666e-05
TRINITY_DN8230_c4_g2	0.237	9.342	-5.453646232589789	2.65111380052046	1.6631545611525302e-07	1.94641057234882e-05
TRINITY_DN10871_c0_g1	23.91	0.0	8.85309067454824	1.98078741673049	1.68420338038404e-07	1.9507242245994502e-05
TRINITY_DN9321_c5_g1	8.134	0.0	8.85309067454824	1.98078741673049	1.68420338038404e-07	1.9507242245994502e-05
TRINITY_DN2959_c0_g1	3.27	52.996	-3.97160265705989	5.64887661957486	1.7068675133183902e-07	1.9668365653468802e-05
TRINITY_DN7478_c1_g1	3.219	50.89	-3.93394971862678	6.03368043822232	1.7388411507915302e-07	1.99345717644315e-05
TRINITY_DN9374_c6_g2	0.586	14.453	-4.5504494671682	3.49647448687518	1.7533829455474402e-07	1.9999246084492898e-05
TRINITY_DN9179_c0_g1	0.617	22.818	-5.0878466342547	2.84391112499865	1.87461537224304e-07	2.1274044148637e-05
TRINITY_DN4396_c0_g1	0.0	3.721	-8.84409104392125	1.9664328984437098	1.9355770192473302e-07	2.1638017722630602e-05
TRINITY_DN7776_c1_g1	0.0	13.673	-8.84409104392125	1.9664328984437098	1.9355770192473302e-07	2.1638017722630602e-05
TRINITY_DN9241_c4_g1	17.297	0.0	8.828054426124739	1.95736265275563	1.9355770192473302e-07	2.1638017722630602e-05
TRINITY_DN8566_c1_g1	0.0	18.586	-8.818612010302859	1.9425510321341801	2.22884626458782e-07	2.4550086061415898e-05
TRINITY_DN2632_c0_g1	0.0	17.671	-8.818612010302859	1.9425510321341801	2.22884626458782e-07	2.4550086061415898e-05
TRINITY_DN9228_c0_g1	6.808	0.0	8.80257601910157	1.93355080193516	2.22884626458782e-07	2.4550086061415898e-05
TRINITY_DN6195_c4_g1	2.8789999999999996	39.369	-4.19087824126641	4.13010976534235	2.4752628082543996e-07	2.71312952690129e-05
TRINITY_DN9128_c6_g1	3.97	0.0	8.7766395545783	1.90933884974536	2.57174568990903e-07	2.8052002743813598e-05
TRINITY_DN197_c0_g1	0.0	7.164	-8.766262928954399	1.89356902647292	2.97358095395732e-07	3.19695521700579e-05
TRINITY_DN6800_c4_g3	0.0	23.454	-8.766262928954399	1.89356902647292	2.97358095395732e-07	3.19695521700579e-05
TRINITY_DN778_c0_g1	4.257	0.0	8.75022826040447	1.88471311397088	2.97358095395732e-07	3.19695521700579e-05
TRINITY_DN6978_c4_g2	33.607	3.864	3.92944398639973	4.98468481927038	3.1405010425258897e-07	3.3603361155027e-05
TRINITY_DN9594_c0_g1	0.0	44.856	-8.739358395912651	1.8684407201426798	3.44557793077595e-07	3.61785682731474e-05
TRINITY_DN6598_c0_g2	0.0	11.735999999999999	-8.739358395912651	1.8684407201426798	3.44557793077595e-07	3.61785682731474e-05
