	S3_RG	S3_SG	logFC	logCPM	PValue	FDR
TRINITY_DN7238_c4_g1	1.81	3.685	-0.9868715036210128	2.4758174573817997	0.204850689816332	0.8575942313990129
TRINITY_DN6293_c2_g1	20.053	9.979	0.8857369887578129	4.09517585906266	0.204876094087668	0.8575942313990129
TRINITY_DN8415_c1_g1	31.211	55.588	-0.943611169536096	3.01028841557964	0.205023948462157	0.857929255868681
TRINITY_DN8279_c4_g1	73.36399999999999	41.96	0.8439569563017281	6.4061364782542505	0.20503545085329503	0.857929255868681
TRINITY_DN9600_c6_g1	28.855999999999998	53.193999999999996	-0.8458914128942192	5.813039486172191	0.20513776770962902	0.857929255868681
TRINITY_DN8959_c6_g1	17.164	31.748	-0.8661976459087671	4.34607796441772	0.20523236075034398	0.857929255868681
TRINITY_DN8045_c2_g1	12.382	23.078000000000003	-0.845208760096996	5.633217567465611	0.205243061251651	0.857929255868681
TRINITY_DN8440_c1_g1	6.386	14.085	-1.25091566998647	0.9865950625094441	0.20541430336330702	0.857929255868681
TRINITY_DN6082_c2_g4	1.45	5.648	-1.25091566998647	0.9865950625094441	0.20541430336330702	0.857929255868681
TRINITY_DN2711_c0_g1	2.283	5.4239999999999995	-1.25091566998647	0.9865950625094441	0.20541430336330702	0.857929255868681
TRINITY_DN9127_c5_g2	0.596	1.4609999999999999	-1.25091566998647	0.9865950625094441	0.20541430336330702	0.857929255868681
TRINITY_DN6507_c1_g1	4.473	1.901	1.21912439802382	0.984105056170985	0.20541430336330702	0.857929255868681
TRINITY_DN5092_c0_g2	1.923	0.8340000000000001	1.21912439802382	0.984105056170985	0.20541430336330702	0.857929255868681
TRINITY_DN9074_c6_g1	9.862	5.729	1.21912439802382	0.984105056170985	0.20541430336330702	0.857929255868681
TRINITY_DN6924_c0_g3	58.318999999999996	106.836	-0.8399389436531229	6.651737606170159	0.205500849825455	0.8581027765733
TRINITY_DN5035_c0_g1	39.202	21.473000000000003	0.8762357492167729	4.276999625668609	0.205579798479771	0.8581027765733
TRINITY_DN7542_c1_g1	10.613	5.37	0.9800889746507501	2.21935264824245	0.205608604765049	0.8581027765733
TRINITY_DN8808_c5_g2	10.068	5.164	0.9800889746507501	2.21935264824245	0.205608604765049	0.8581027765733
TRINITY_DN8583_c4_g1	24.969	44.847	-0.8446955335567992	5.761233868213661	0.205701707580938	0.8583319163126599
TRINITY_DN9331_c6_g2	51.902	29.963	0.839194286189011	6.65463536011569	0.20609838188796603	0.859807696846582
TRINITY_DN6271_c3_g1	38.245	19.572	0.8687821251035279	4.4384512491108	0.20613191201212902	0.859807696846582
TRINITY_DN7528_c1_g1	4.4319999999999995	8.051	-0.889471413458841	3.8469253032178394	0.206180120627611	0.8598491667599151
TRINITY_DN9649_c9_g1	3.702	7.728	-1.05039934107527	1.91534666658905	0.20638779306318103	0.860145234002119
TRINITY_DN6226_c0_g1	1.008	2.17	-1.05039934107527	1.91534666658905	0.20638779306318103	0.860145234002119
TRINITY_DN4784_c0_g1	2.293	4.42	-0.905601150580391	3.36396680234464	0.206467526862613	0.860145234002119
TRINITY_DN6074_c1_g1	412.491	227.15599999999998	0.834422061675013	7.650960105409349	0.206554365350504	0.860145234002119
TRINITY_DN7179_c2_g1	56.386	35.047	0.8433621703585771	6.003364629835679	0.20656026631833602	0.860145234002119
TRINITY_DN8575_c4_g1	4.484	9.809	-0.8974031211663741	3.57225076982364	0.20662238753534198	0.860145234002119
TRINITY_DN7658_c4_g2	1.974	3.9989999999999997	-0.9675018416973871	2.6476234857599197	0.206639086333149	0.860145234002119
TRINITY_DN9046_c4_g1	6.181	3.3080000000000003	0.9354531435358959	2.64412960994538	0.206639086333149	0.860145234002119
TRINITY_DN5919_c1_g1	54.32899999999999	31.075	0.8376130906380709	6.82739548043566	0.20672146775028002	0.860145234002119
TRINITY_DN9632_c2_g1	10.798	6.087999999999999	0.8733109410055091	3.92396766620708	0.206789082928553	0.860145234002119
TRINITY_DN9352_c5_g2	45.66	85.85600000000001	-0.8347324250047299	7.346245118824441	0.206845686589698	0.860145234002119
TRINITY_DN6970_c3_g1	2.108	1.085	1.08357613591497	1.52159319907332	0.20686358898742602	0.860145234002119
TRINITY_DN6641_c1_g2	12.495	5.657	1.08357613591497	1.52159319907332	0.20686358898742602	0.860145234002119
TRINITY_DN9262_c4_g2	9.317	4.303999999999999	1.08357613591497	1.52159319907332	0.20686358898742602	0.860145234002119
TRINITY_DN6646_c0_g1	1.7590000000000001	0.852	1.08357613591497	1.52159319907332	0.20686358898742602	0.860145234002119
TRINITY_DN7770_c1_g1	6.622999999999999	3.0839999999999996	1.08357613591497	1.52159319907332	0.20686358898742602	0.860145234002119
TRINITY_DN9303_c3_g1	40.497	23.203000000000003	0.84474438667357	5.78217857494733	0.206964299143143	0.860404773681114
TRINITY_DN8731_c6_g3	135.817	71.493	0.861393035465121	4.75694879425431	0.207260711057087	0.861477650287227
TRINITY_DN7459_c3_g2	71.184	31.980999999999998	0.849311439935468	5.15829006177529	0.20744179642767102	0.861979636255546
TRINITY_DN5676_c3_g3	31.561	17.815	0.8396288447616992	6.10977018173679	0.20745820529016398	0.861979636255546
TRINITY_DN3766_c0_g1	1.121	2.295	-0.985783645217347	2.42516756164653	0.20770326655319502	0.862678816903936
TRINITY_DN4623_c0_g1	3.805	2.017	0.9537519526465501	2.4217976595849304	0.20770326655319502	0.862678816903936
TRINITY_DN9665_c1_g1	27.941	15.322000000000001	0.882312654338733	4.04591259492709	0.20785353587464703	0.862920551852539
TRINITY_DN7657_c1_g1	191.61700000000002	101.806	0.834484343750128	6.736294090164269	0.207920402455448	0.862920551852539
TRINITY_DN7367_c2_g2	11.744000000000002	21.903000000000002	-0.8498318981769359	5.149614127893691	0.207926634544004	0.862920551852539
TRINITY_DN8656_c6_g1	3.486	7.415	-0.895442431807984	3.54878149000641	0.20803466068634902	0.862920551852539
TRINITY_DN5845_c1_g2	3.6710000000000003	2.1519999999999997	0.887983572075021	3.56058893755486	0.20803466068634902	0.862920551852539
TRINITY_DN9452_c2_g1	13.965	12.561	0.9201805393462329	2.7975722529766203	0.208043093511495	0.862920551852539
TRINITY_DN9473_c8_g2	3.8360000000000003	2.7880000000000003	0.9201805393462329	2.7975722529766203	0.208043093511495	0.862920551852539
TRINITY_DN7008_c3_g2	12.34	22.906999999999996	-0.8504124721305061	4.94013774698362	0.208068693811173	0.862920551852539
TRINITY_DN6445_c5_g2	11.815999999999999	6.455	0.8996182356694491	3.0954113189767902	0.20811025084623802	0.8629336291778879
TRINITY_DN8910_c4_g1	78.753	44.711999999999996	0.841192927499996	5.8443492949531795	0.208160103335239	0.8629810926093779
TRINITY_DN6142_c2_g1	95.916	157.564	-0.830223029083332	8.16200587380732	0.20822495515835102	0.863090710645297
TRINITY_DN7425_c1_g1	19.601	36.356	-0.835140610463657	6.78906771761002	0.20850926185376603	0.8641097591025669
TRINITY_DN6393_c2_g1	13.904000000000002	8.024	0.8532291446307729	4.93290592942279	0.20863664512911104	0.864478225345957
TRINITY_DN6632_c1_g2	2.807	5.11	-1.01192244478885	2.16205347357573	0.208991922769904	0.8657012863843628
TRINITY_DN7391_c5_g1	5.553	3.201	0.906670561416365	3.21909371151492	0.209008877553857	0.8657012863843628
TRINITY_DN8242_c0_g1	10.15	18.864	-0.8569927899516391	4.49672395098584	0.20918906205690696	0.8662879145629759
TRINITY_DN6859_c2_g1	33.7	11.422	0.8738507194030251	4.1480430431287	0.209729321648771	0.868365184714922
TRINITY_DN5940_c3_g2	2.8789999999999996	5.55	-0.901272453807507	3.30914945937427	0.20977635442975898	0.86839990494412
TRINITY_DN8159_c1_g1	18.572	34.007	-0.8585491456939541	4.2080785245908	0.21009770867651897	0.869068050349274
TRINITY_DN5168_c0_g1	7.291	4.0169999999999995	0.8976492200503141	3.06275953489815	0.210102612398577	0.869068050349274
TRINITY_DN7103_c2_g2	6.561	3.5410000000000004	0.8976492200503141	3.06275953489815	0.210102612398577	0.869068050349274
TRINITY_DN7589_c3_g1	33.504	19.079	0.8445464260928349	5.1479605173762595	0.210112501153983	0.869068050349274
TRINITY_DN8854_c1_g2	14.202	7.962000000000001	0.8689453085798641	3.86837541001654	0.21025608304918103	0.869068050349274
TRINITY_DN7479_c0_g2	21.03	12.14	0.8689453085798641	3.86837541001654	0.21025608304918103	0.869068050349274
TRINITY_DN6891_c1_g2	21.01	10.677999999999999	0.8459992709430401	5.08159142656909	0.210258569006388	0.869068050349274
TRINITY_DN8012_c1_g6	5.0489999999999995	9.925	-0.9503801819728079	2.76084919439452	0.210466462200307	0.869068050349274
TRINITY_DN8496_c0_g1	1.635	3.272	-0.9503801819728079	2.76084919439452	0.210466462200307	0.869068050349274
TRINITY_DN8864_c2_g1	4.175	8.204	-0.9503801819728079	2.76084919439452	0.210466462200307	0.869068050349274
TRINITY_DN9560_c2_g1	4.1339999999999995	8.589	-1.05237877089086	1.84002243254309	0.210510510646105	0.869068050349274
TRINITY_DN5940_c2_g2	6.942	14.04	-1.05237877089086	1.84002243254309	0.210510510646105	0.869068050349274
TRINITY_DN4588_c0_g1	1.45	0.735	1.02040970544784	1.8370089583396203	0.210510510646105	0.869068050349274
TRINITY_DN5774_c0_g1	11.106	20.343	-0.854258343566273	4.47198122400457	0.210772594474998	0.869068050349274
TRINITY_DN8748_c0_g1	5.09	10.167	-0.9846115903867609	2.37267513673252	0.210777640903582	0.869068050349274
TRINITY_DN4945_c0_g1	3.188	1.695	0.952584212092088	2.3693545079735	0.210777640903582	0.869068050349274
TRINITY_DN5628_c0_g1	5.276	3.12	0.952584212092088	2.3693545079735	0.210777640903582	0.869068050349274
TRINITY_DN8940_c1_g1	12.258	6.912999999999999	0.869451726801109	4.1889750022543595	0.211065357989906	0.869068050349274
TRINITY_DN7947_c0_g1	25.061	10.795	0.84303797553154	5.132312530210309	0.21113270955173	0.869068050349274
TRINITY_DN8263_c4_g4	114.355	66.786	0.8314366417977671	6.45207067506865	0.21130596726543102	0.869068050349274
TRINITY_DN6541_c3_g2	13.091	7.459	0.8599628151349731	4.40846356280424	0.211328977147383	0.869068050349274
TRINITY_DN5298_c0_g1	4.967	2.591	0.9058368869501999	2.8997416052628497	0.21142157613219198	0.869068050349274
TRINITY_DN9128_c4_g1	17.092	8.552999999999999	0.867412459463966	3.84935815042025	0.211480753327093	0.869068050349274
TRINITY_DN7487_c1_g1	8.556000000000001	4.303999999999999	0.8966029922000369	3.296051650887	0.21153808050948103	0.869068050349274
TRINITY_DN9683_c5_g1	131.642	74.98	0.831757948805605	6.3952789051045595	0.21168967737441	0.869068050349274
TRINITY_DN9958_c0_g1	0.905	2.2680000000000002	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN344_c0_g2	0.987	2.4659999999999997	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN6063_c2_g2	2.417	5.819	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN9679_c6_g1	1.7380000000000002	4.2589999999999995	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN8267_c1_g2	2.622	3.819	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN7201_c2_g1	3.013	2.08	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN6379_c2_g2	1.1520000000000001	2.8510000000000004	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN8984_c0_g1	1.5430000000000001	4.537	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN12387_c0_g1	5.975	13.386	-1.28101422528376	0.839689218525134	0.211790393653143	0.869068050349274
TRINITY_DN9096_c5_g1	2.283	0.968	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN9280_c5_g1	3.61	1.5330000000000001	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN5980_c0_g2	1.306	0.556	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN5759_c4_g4	4.329	1.7930000000000001	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN7554_c0_g2	2.509	1.067	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN9007_c6_g4	2.046	0.87	1.24926992369943	0.837325710585485	0.211790393653143	0.869068050349274
TRINITY_DN8527_c4_g3	25.103	14.290999999999999	0.8556335262949408	4.500755007843111	0.211830632413647	0.869068050349274
TRINITY_DN8470_c2_g2	34.306999999999995	18.864	0.863796061232785	3.91791485480111	0.21185901070517998	0.869068050349274
TRINITY_DN7418_c2_g1	38.338	25.409000000000002	0.835303495952854	5.55256472041178	0.21193972583614498	0.869068050349274
TRINITY_DN6652_c1_g3	7.476	4.501	0.8742231098720521	3.6802567520769602	0.21197788867686104	0.869068050349274
TRINITY_DN8564_c1_g1	1.5119999999999998	3.389	-1.1233967849653301	1.4248467974020502	0.212030359129101	0.869068050349274
TRINITY_DN8318_c3_g4	1.008	2.2769999999999997	-1.1233967849653301	1.4248467974020502	0.212030359129101	0.869068050349274
TRINITY_DN6910_c0_g1	7.8260000000000005	16.049	-1.1233967849653301	1.4248467974020502	0.212030359129101	0.869068050349274
TRINITY_DN6135_c2_g4	5.276	2.475	1.09149579855458	1.4221028201800001	0.212030359129101	0.869068050349274
TRINITY_DN7173_c3_g1	5.718	2.9139999999999997	1.09149579855458	1.4221028201800001	0.212030359129101	0.869068050349274
TRINITY_DN9746_c4_g1	7.775	3.5860000000000003	1.09149579855458	1.4221028201800001	0.212030359129101	0.869068050349274
TRINITY_DN9384_c3_g1	6.119	2.86	1.09149579855458	1.4221028201800001	0.212030359129101	0.869068050349274
TRINITY_DN3730_c0_g1	1.07	2.161	-0.9642187305813391	2.55643264735681	0.21206918504281602	0.869068050349274
TRINITY_DN8652_c0_g1	11.487	21.894000000000002	-0.9642187305813391	2.55643264735681	0.21206918504281602	0.869068050349274
TRINITY_DN6894_c0_g1	6.3660000000000005	3.407	0.932176409513159	2.55302347048548	0.21206918504281602	0.869068050349274
TRINITY_DN6999_c3_g2	11.929	6.267	0.932176409513159	2.55302347048548	0.21206918504281602	0.869068050349274
TRINITY_DN5084_c0_g1	2.201	3.945	-0.8937228224222529	3.38175967189801	0.21210365768203895	0.869068050349274
TRINITY_DN6150_c3_g1	10.181000000000001	19.509	-0.9276582278871891	3.0329867416370098	0.21219701336805702	0.8692920492944829
TRINITY_DN6533_c3_g1	25.329	21.607	0.8698073779647579	3.75711605271451	0.212380720031847	0.8698860333787108
TRINITY_DN8241_c3_g1	2134.986	1489.2179999999998	0.820343448756891	10.2681439542029	0.212547230776462	0.870187254892957
TRINITY_DN6383_c0_g8	152.909	84.744	0.836097169749709	5.6943253592891905	0.212644438139506	0.870187254892957
TRINITY_DN8560_c0_g2	7.692	15.197000000000001	-1.0117257366379	2.09882913111477	0.21268662233520802	0.870187254892957
TRINITY_DN3570_c0_g1	1.7169999999999999	3.568	-1.0117257366379	2.09882913111477	0.21268662233520802	0.870187254892957
TRINITY_DN8674_c1_g3	3.3939999999999997	1.766	0.97972495433448	2.09567484185526	0.21268662233520802	0.870187254892957
TRINITY_DN6621_c1_g3	2.417	1.264	0.97972495433448	2.09567484185526	0.21268662233520802	0.870187254892957
TRINITY_DN8043_c0_g1	37.854	67.736	-0.831245058176235	5.6294602592585	0.21273275861542298	0.870217565281002
TRINITY_DN6042_c0_g1	79.452	38.687	0.8431393236120629	5.00917805387919	0.212848095255808	0.8703805353226
TRINITY_DN8659_c4_g1	6.273	11.682	-0.848063085066233	4.7126917114289295	0.212850068606929	0.8703805353226
TRINITY_DN6230_c1_g1	80.882	42.085	0.8453999885910649	4.74674310254313	0.213022100831025	0.870925510493654
TRINITY_DN7009_c0_g1	4.4430000000000005	8.508	-0.8965904880957809	3.252167124235	0.213377584420043	0.8722201786280459
TRINITY_DN7479_c1_g1	7.98	4.375	0.8681598933026171	3.73656310129758	0.21374103763619398	0.873546947196302
TRINITY_DN9250_c3_g1	9.05	5.2	0.8496897800525971	4.56435872241559	0.21382087905507002	0.8737143394012421
TRINITY_DN5549_c0_g2	5.377999999999999	2.806	0.8642207230074559	3.8105545571976296	0.21404301213947102	0.8742207792219501
TRINITY_DN9419_c5_g2	10.037	5.666	0.8642207230074559	3.8105545571976296	0.21404301213947102	0.8742207792219501
TRINITY_DN6307_c1_g1	24.691	44.013000000000005	-0.9833451704371309	2.31820107509513	0.21410044272623002	0.8742207792219501
TRINITY_DN7318_c0_g1	6.417000000000001	3.864	-0.9833451704371309	2.31820107509513	0.21410044272623002	0.8742207792219501
TRINITY_DN6482_c4_g2	9.461	16.04	-0.8869054557283059	3.45089000573485	0.214232273369783	0.8744412684139921
TRINITY_DN8406_c1_g2	5.893	3.299	0.8812561604621999	3.46387551377694	0.214232273369783	0.8744412684139921
TRINITY_DN8837_c3_g2	54.905	23.239	0.844848700960991	4.687287756637269	0.214283536030058	0.8744508102988149
TRINITY_DN6486_c1_g1	189.982	67.77199999999999	0.832201033711769	5.731168800500719	0.21431244380576603	0.8744508102988149
TRINITY_DN8357_c1_g1	3.1260000000000003	6.294	-0.925492153906845	2.99875517907037	0.214401390374983	0.8744715892410829
TRINITY_DN4131_c0_g1	2.571	5.048	-0.925492153906845	2.99875517907037	0.214401390374983	0.8744715892410829
TRINITY_DN8900_c4_g1	42.729	24.629	0.8310029265802521	5.538789316587581	0.21443428823846802	0.8744715892410829
TRINITY_DN6265_c5_g1	3.887	7.397	-0.88296491638087	3.5408486827854104	0.21457648280888897	0.8746304750584191
TRINITY_DN6345_c2_g2	36.641	66.884	-0.821541199999533	6.941709488835599	0.21460249317844898	0.8746304750584191
TRINITY_DN6175_c4_g1	365.62800000000004	683.9780000000001	-0.816087155088398	10.6758516888039	0.214818173383863	0.8746304750584191
TRINITY_DN5408_c0_g3	4.515	8.697000000000001	-0.8794850702426469	3.6255260679586803	0.21487864483081895	0.8746304750584191
TRINITY_DN8229_c1_g1	23.601	42.605	-0.9169215119489609	3.12045878120988	0.21489273832969502	0.8746304750584191
TRINITY_DN8370_c1_g1	32.168	16.596	0.822611213083032	6.29459946418058	0.21494186367138698	0.8746304750584191
TRINITY_DN6616_c1_g1	19.107	10.786	0.8531776629844591	4.40414061600304	0.21501583707218497	0.8746304750584191
TRINITY_DN9341_c2_g1	4.381	8.67	-0.9624048902621619	2.5085811475102795	0.21507717775275398	0.8746304750584191
TRINITY_DN6844_c1_g6	13.513	6.428	0.9303660905140171	2.50521727477639	0.21507717775275398	0.8746304750584191
TRINITY_DN4170_c0_g1	8.731	4.635	0.9303660905140171	2.50521727477639	0.21507717775275398	0.8746304750584191
TRINITY_DN9404_c6_g1	1.296	2.77	-1.05460046359919	1.76054952657996	0.21509603939353897	0.8746304750584191
TRINITY_DN9289_c8_g2	2.5810000000000004	6.553999999999999	-1.05460046359919	1.76054952657996	0.21509603939353897	0.8746304750584191
TRINITY_DN8503_c3_g1	7.816	2.627	-1.05460046359919	1.76054952657996	0.21509603939353897	0.8746304750584191
TRINITY_DN9024_c2_g1	15.014000000000001	7.504	1.02264212650776	1.7576116589539599	0.21509603939353897	0.8746304750584191
TRINITY_DN6223_c2_g2	7.456	3.667	1.02264212650776	1.7576116589539599	0.21509603939353897	0.8746304750584191
TRINITY_DN3963_c0_g1	2.509	0.87	1.02264212650776	1.7576116589539599	0.21509603939353897	0.8746304750584191
TRINITY_DN4130_c0_g1	554.9	319.655	0.816841945264389	8.51903785529482	0.21525309931628	0.874668650193273
TRINITY_DN8114_c0_g2	8.042	4.617	0.8492675342400808	4.49670042627603	0.215297693506867	0.874668650193273
TRINITY_DN7137_c2_g2	8.073	4.707	0.8492675342400808	4.49670042627603	0.215297693506867	0.874668650193273
TRINITY_DN7944_c0_g1	25.463	12.839	0.893006554014633	3.23874286357889	0.215300058042679	0.874668650193273
TRINITY_DN9278_c4_g1	9.698	5.335	0.893006554014633	3.23874286357889	0.215300058042679	0.874668650193273
TRINITY_DN6175_c1_g1	7.3629999999999995	13.897	-0.888996934633211	3.32762708795451	0.21564278140510398	0.8757882686924571
TRINITY_DN8934_c4_g1	4.36	8.687999999999999	-0.847061677031052	4.29523799551535	0.215653604391427	0.8757882686924571
TRINITY_DN7295_c0_g1	69.94	37.369	0.852947914248057	3.99496280085028	0.21596407285763397	0.8768906247038359
TRINITY_DN6408_c4_g3	34.944	20.065	0.834006790549375	5.119159960514651	0.21619472826963	0.8775208145910641
TRINITY_DN8200_c1_g1	4.484	8.329	-0.848122409249039	4.11526107223591	0.216267488202909	0.8775208145910641
TRINITY_DN7989_c1_g3	37.669000000000004	23.365	0.8240442177008299	6.07338728290318	0.216283118631482	0.8775208145910641
TRINITY_DN8328_c0_g2	54.812	98.471	-0.825566677887353	5.9431723160263	0.21631108155131304	0.8775208145910641
TRINITY_DN6869_c3_g5	27.261999999999997	14.193	0.901507435216507	2.8238275486132096	0.21631454348108198	0.8775208145910641
TRINITY_DN8858_c2_g1	5.388999999999999	11.898	-0.8773169416778871	3.60291434655954	0.21640551476160602	0.877555403451869
TRINITY_DN8622_c2_g1	8.854	16.874000000000002	-0.8773169416778871	3.60291434655954	0.21640551476160602	0.877555403451869
TRINITY_DN9220_c4_g1	39.551	15.009	0.843162758510905	4.6140532791213	0.21644023346374103	0.877555403451869
TRINITY_DN5877_c0_g2	8.679	15.923	-0.819968113517343	6.460606699396171	0.21657082447117998	0.8776514727347858
TRINITY_DN7161_c1_g1	12.360999999999999	25.031999999999996	-0.840759970870315	4.73710166588661	0.216685988171566	0.8776514727347858
TRINITY_DN6433_c1_g1	8.32	16.309	-1.01150944957151	2.0327076624855103	0.21673733966200798	0.8776514727347858
TRINITY_DN9198_c6_g2	2.458	5.075	-1.01150944957151	2.0327076624855103	0.21673733966200798	0.8776514727347858
TRINITY_DN5134_c0_g1	2.365	1.237	0.979515769736236	2.0296169207306103	0.21673733966200798	0.8776514727347858
TRINITY_DN8382_c2_g1	6.571000000000001	3.362	0.979515769736236	2.0296169207306103	0.21673733966200798	0.8776514727347858
TRINITY_DN3947_c0_g1	5.965	3.0660000000000003	0.979515769736236	2.0296169207306103	0.21673733966200798	0.8776514727347858
TRINITY_DN8182_c3_g1	2603.06	1502.317	0.8123927008637769	10.6836854116387	0.216874295522305	0.878047823493009
TRINITY_DN9628_c9_g1	97.94200000000001	188.155	-0.8160819285828629	7.36535202017865	0.217016931531131	0.878438776786484
TRINITY_DN6853_c3_g1	16.999000000000002	9.262	0.8825700825341691	3.08464029810852	0.217049047116981	0.878438776786484
TRINITY_DN7543_c4_g1	9.44	15.466	-0.845334789453354	4.15723527303734	0.217478692797004	0.8798956607796089
TRINITY_DN9373_c3_g1	1.933	3.7119999999999997	-0.886494293038306	3.29977970600268	0.21752649735784305	0.8798956607796089
TRINITY_DN8626_c4_g2	10.325	5.765	0.8838152805306091	3.3146868856529803	0.21752649735784305	0.8798956607796089
TRINITY_DN6756_c4_g1	0.884	3.488	-0.981972510433255	2.26158989685757	0.217702702104709	0.880100933790925
TRINITY_DN6158_c1_g5	2.53	1.345	0.9499548424546221	2.25837552718883	0.217702702104709	0.880100933790925
TRINITY_DN6509_c2_g1	3.342	1.775	0.9499548424546221	2.25837552718883	0.217702702104709	0.880100933790925
TRINITY_DN9253_c5_g2	8.371	3.873	-1.1326634676645702	1.3178810851066298	0.217929755033943	0.880100933790925
TRINITY_DN12171_c0_g1	0.8540000000000001	1.9280000000000002	-1.1326634676645702	1.3178810851066298	0.217929755033943	0.880100933790925
TRINITY_DN3454_c0_g1	1.6969999999999998	3.801	-1.1326634676645702	1.3178810851066298	0.217929755033943	0.880100933790925
TRINITY_DN1460_c0_g1	2.406	1.148	1.1007837493879	1.31523634767172	0.217929755033943	0.880100933790925
TRINITY_DN9219_c5_g2	4.5969999999999995	2.815	1.1007837493879	1.31523634767172	0.217929755033943	0.880100933790925
TRINITY_DN9245_c1_g1	5.893	2.7260000000000004	1.1007837493879	1.31523634767172	0.217929755033943	0.880100933790925
TRINITY_DN7713_c5_g2	125.184	204.74200000000002	-0.821685069810664	5.63872747562428	0.21799586653997702	0.8802097252746222
TRINITY_DN6847_c1_g4	52.077	22.244	0.8629189410065301	3.67308652706707	0.21809852804263502	0.880466030384118
TRINITY_DN6085_c2_g1	27.211	15.287	0.8215779422529991	5.897832844703981	0.218239885359433	0.880683801246133
TRINITY_DN7638_c2_g2	708.992	408.999	0.809868174299085	10.752818042903499	0.21827659598087304	0.880683801246133
TRINITY_DN6628_c1_g2	3.424	6.814	-0.96045953612467	2.4590884014921497	0.218309246681841	0.880683801246133
TRINITY_DN5176_c0_g1	4.936	2.654	0.9284245115401121	2.4557719902730697	0.218309246681841	0.880683801246133
TRINITY_DN6792_c2_g2	1.985	3.739	-0.843486478892838	4.14163135444926	0.21858359375234498	0.880948839598487
TRINITY_DN9103_c5_g1	4.678999999999999	2.573	0.9120420214403342	2.62937843598537	0.21870933560177397	0.880948839598487
TRINITY_DN9029_c3_g1	28.393	13.600999999999999	0.823490260027596	5.5228892611857	0.218748392595852	0.880948839598487
TRINITY_DN5875_c0_g1	7.1160000000000005	11.350999999999999	-0.84010968966475	4.4038335222557405	0.21876748272848104	0.880948839598487
TRINITY_DN7480_c2_g1	53.773999999999994	79.123	-0.8135802271572429	6.89902863593088	0.218852189047612	0.880948839598487
TRINITY_DN9612_c2_g1	6.15	11.825999999999999	-0.9208250747912958	2.9277551678099196	0.21917610552081102	0.880948839598487
TRINITY_DN7500_c2_g3	6.109	11.754000000000001	-0.9208250747912958	2.9277551678099196	0.21917610552081102	0.880948839598487
TRINITY_DN3581_c0_g1	1.111	2.188	-0.9208250747912958	2.9277551678099196	0.21917610552081102	0.880948839598487
TRINITY_DN6739_c0_g1	7.209	3.9360000000000004	0.8887583126969371	2.9242173475144906	0.21917610552081102	0.880948839598487
TRINITY_DN6791_c2_g4	1.7890000000000001	4.465	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN7658_c4_g3	0.7709999999999999	1.99	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN9388_c1_g1	5.707000000000001	13.017999999999999	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN6040_c0_g1	4.494	10.499	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN9072_c1_g1	1.111	2.824	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN811_c0_g1	1.141	2.9139999999999997	-1.31999477864007	0.676120075461307	0.21927667378167898	0.880948839598487
TRINITY_DN7496_c1_g1	1.6869999999999998	1.3	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN6014_c0_g1	16.917	6.07	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN9322_c1_g1	3.281	1.443	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN8580_c2_g1	8.7	3.326	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN6224_c0_g2	10.243	3.407	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN9400_c2_g1	5.862	2.313	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN5610_c0_g3	4.35	1.067	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN2829_c0_g1	3.517	1.4169999999999998	1.28831202326357	0.673894742818873	0.21927667378167898	0.880948839598487
TRINITY_DN8220_c1_g1	6.952000000000001	3.846	0.881825042225176	3.2866846913868097	0.219492902407925	0.8813019057668771
