	gall_1	non_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN61202_c0_g1	4	1	gall	non	2.46125698779542	0.218723694277246	0.282608695652174	0.37124993432459397
TRINITY_DN23911_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN27992_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25612_c0_g1	41	97	gall	non	-0.610886224119474	4.12541273917915	0.4033265081952979	0.503892695025181
TRINITY_DN52409_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN3756_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25971_c0_g10	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN47064_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN37222_c0_g1	1	10	gall	non	-2.5783542935412997	0.8918527380303709	0.08447204968944098	0.154727494458257
TRINITY_DN18362_c0_g1	1	9	gall	non	-2.4287473941815696	0.7961679193390809	0.12495974235104701	0.19870698777436602
TRINITY_DN24947_c0_g2	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN25555_c2_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26184_c2_g5	10	8	gall	non	0.939165625821857	1.51201578310271	0.394643218931075	0.494189919358514
TRINITY_DN14787_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN25926_c0_g1	89	0	gall	non	9.82661411714228	3.81288421022557	7.51319016506342e-10	7.65695216918338e-08
TRINITY_DN22898_c0_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN29994_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN26273_c1_g7	83	0	gall	non	9.72603496588476	3.71143606765729	1.4602357948458999e-09	1.3497417897882303e-07
TRINITY_DN25657_c2_g5	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN70903_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN66343_c0_g1	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN21301_c0_g2	1	6	gall	non	-1.85570652685711	0.460678215633511	0.282608695652174	0.37124993432459397
TRINITY_DN8131_c0_g1	9	2	gall	non	2.7102550752832095	0.9834801089421429	0.0279694254255361	0.105432088531521
TRINITY_DN26167_c1_g1	35	168	gall	non	-1.6300159588746799	4.59620176780549	0.0248023030520654	0.0949138079367581
TRINITY_DN12188_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN61233_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN17972_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN36801_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN32870_c0_g1	5	3	gall	non	1.32403685549638	0.6301184279539079	0.372946859903382	0.47009400239228705
TRINITY_DN32892_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN12591_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN22760_c0_g2	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN36393_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN2147_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN11090_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN48553_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN21699_c0_g2	4	5	gall	non	0.300147239320931	0.7286080023024429	1.0	1.0
TRINITY_DN16920_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN23056_c0_g2	16	6	gall	non	2.01807657145627	1.79396938474321	0.0638717177078009	0.145669847077531
TRINITY_DN14476_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN6564_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN57785_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25402_c0_g2	42	0	gall	non	8.744974955948429	2.7338439185720302	4.6572697996104403e-07	1.77137808394992e-05
TRINITY_DN23164_c0_g3	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN15966_c0_g1	6	1	gall	non	3.03465915759238	0.5223492594522849	0.12495974235104701	0.19870698777436602
TRINITY_DN22118_c0_g2	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN22481_c0_g2	3	4	gall	non	0.20791249931978897	0.485163124587945	1.0	1.0
TRINITY_DN54354_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25645_c0_g2	33	33	gall	non	0.627941921691092	3.19299408426984	0.41408846231936797	0.51664786487616
TRINITY_DN22546_c0_g1	12	13	gall	non	0.509797342713378	1.90069458413475	0.59759290303659	0.695522018223076
TRINITY_DN25946_c0_g4	2	18	gall	non	-2.4826657132297005	1.5502032821041298	0.0493358128508295	0.130186290411476
TRINITY_DN10412_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN31659_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN68773_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN50380_c0_g1	8	6	gall	non	1.02684339127579	1.21984123909712	0.438083377666006	0.5378899934218629
TRINITY_DN54433_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN41466_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN26189_c1_g4	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN25956_c1_g3	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN9646_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN27459_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN12833_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN26137_c0_g12	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN5918_c0_g1	5	1	gall	non	2.77626000600698	0.37791694163539397	0.18695652173913002	0.274745238875432
TRINITY_DN12752_c0_g1	3	12	gall	non	-1.34143065643005	1.23985664734221	0.305221314074146	0.394308784935425
TRINITY_DN26639_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN26063_c3_g4	49	0	gall	non	8.96688692635426	2.9522162135276604	1.28242165867606e-07	5.96157331592439e-06
TRINITY_DN25235_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN25793_c4_g4	155	157	gall	non	0.611304918772147	5.38463784937284	0.37047920788022	0.46942129400148797
TRINITY_DN25768_c1_g1	146	22	gall	non	3.3517198847314	4.68006228267762	1.48343963072097e-05	0.000315722422610675
TRINITY_DN23400_c0_g2	12	9	gall	non	1.03292640137254	1.7031144829366	0.302644775598464	0.39187180558310797
TRINITY_DN61536_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN34002_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN68653_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN34141_c0_g1	4	7	gall	non	-0.173076396359795	0.925892736802875	1.0	1.0
TRINITY_DN24430_c0_g2	47	0	gall	non	8.90688861745085	2.8929613670616603	1.9355770192473302e-07	8.52431336302039e-06
TRINITY_DN46133_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN25947_c1_g1	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN25454_c0_g9	36	18	gall	non	1.6220881005136398	2.97639897851468	0.044841285113977995	0.130186290411476
TRINITY_DN16285_c0_g1	4	6	gall	non	0.0442188116539288	0.830854492358018	1.0	1.0
TRINITY_DN21300_c0_g1	18	10	gall	non	1.46437641848896	2.08446320871918	0.12613042684013498	0.20041822908579202
TRINITY_DN18639_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN41871_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN18347_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN25240_c1_g3	15	2	gall	non	3.4409835480866597	1.50183499029467	0.00304284898278224	0.0218355831878869
TRINITY_DN10701_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN56113_c0_g1	2	8	gall	non	-1.3277513371151	0.807683012130483	0.44257871064467796	0.539395711023748
TRINITY_DN26428_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN19033_c0_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26154_c4_g9	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN26004_c1_g1	42	19	gall	non	1.7665531515883899	3.15385559894262	0.0265154851237231	0.10123833819392698
TRINITY_DN33622_c0_g1	1	6	gall	non	-1.85570652685711	0.460678215633511	0.282608695652174	0.37124993432459397
TRINITY_DN21705_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN20524_c1_g3	16	0	gall	non	7.35811143076527	1.4478642644588602	0.00039082463999038	0.00449766597096422
TRINITY_DN24875_c1_g8	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN26649_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN50151_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN22999_c0_g1	27	14	gall	non	1.56748246219448	2.5959745208292904	0.06785228161336	0.1543717085332
TRINITY_DN68478_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN15340_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN24656_c0_g1	13	39	gall	non	-0.949438423366048	2.78065597702188	0.237758446927772	0.342577729606778
TRINITY_DN15252_c0_g1	6	21	gall	non	-1.1640658515748799	1.93591404085287	0.28511543198625394	0.37124993432459397
TRINITY_DN19251_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN53208_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN25336_c3_g4	26	22	gall	non	0.8668001164772839	2.77255233636108	0.280417096403976	0.37124993432459397
TRINITY_DN43717_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN67883_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN59180_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN58357_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN25905_c0_g4	65	8	gall	non	3.62769463149148	3.4837636510060497	2.94954999048255e-05	0.000543062194831347
TRINITY_DN66455_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN11015_c0_g1	17	0	gall	non	7.44505691393907	1.5229326388391498	0.00029061319383900095	0.0035983752821256705
TRINITY_DN16819_c0_g1	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN25667_c1_g10	19	0	gall	non	7.6046498266310705	1.66307047302484	0.000125561101170857	0.0017752184677322102
TRINITY_DN34316_c0_g1	11	5	gall	non	1.73742814119498	1.39442400551557	0.146764610526278	0.231195160807732
TRINITY_DN26173_c2_g7	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN15795_c0_g1	2	26	gall	non	-3.0094614285500896	1.9438624235148103	0.0114318296119844	0.0614431856274962
TRINITY_DN25041_c3_g3	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN28057_c0_g1	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN9846_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN43744_c0_g1	0	12	gall	non	-6.322115261867159	0.970183272090088	0.009223959448846979	0.0503163902204473
TRINITY_DN4712_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9320_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN16154_c0_g1	57	0	gall	non	9.1846623820087	3.1684259977550298	3.6333399903476804e-08	2.03396675480784e-06
TRINITY_DN8549_c0_g1	5	2	gall	non	1.8746520959283501	0.509892706029628	0.18695652173913002	0.274745238875432
TRINITY_DN25911_c6_g3	6	1	gall	non	3.03465915759238	0.5223492594522849	0.12495974235104701	0.19870698777436602
TRINITY_DN24248_c0_g1	46	34	gall	non	1.0630262345876702	3.4896836987334	0.159850707345816	0.24349958529298102
TRINITY_DN49660_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN25816_c4_g2	11	7	gall	non	1.2642045055142601	1.5222645820507699	0.22815758642039	0.329356098216242
TRINITY_DN25891_c3_g1	39	25	gall	non	1.26671634214844	3.1916340306159503	0.111199080131312	0.180526761510024
TRINITY_DN57844_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN25555_c3_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25646_c0_g7	18	222	gall	non	-2.9873512713136603	4.772461735282519	0.000105890405247851	0.00158223553367759
TRINITY_DN25057_c0_g3	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN70884_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN12231_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN36015_c0_g1	5	15	gall	non	-0.941175883087323	1.57955010199254	0.394643218931075	0.494189919358514
TRINITY_DN34435_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN18590_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN21732_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN23705_c0_g1	9	47	gall	non	-1.7433914664669499	2.84631050966411	0.0497056687606127	0.130186290411476
TRINITY_DN41437_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN22755_c0_g1	4	7	gall	non	-0.173076396359795	0.925892736802875	1.0	1.0
TRINITY_DN21713_c0_g1	11	12	gall	non	0.499419310969823	1.79615479604967	0.683326794010689	0.77336686489261
TRINITY_DN58409_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN16400_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN2844_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN8715_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN18785_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN37516_c0_g1	7	4	gall	non	1.4039561183449	0.960318552884847	0.33368077865829	0.427255978697606
TRINITY_DN25818_c0_g10	8	41	gall	non	-1.71501592584658	2.6733820427443398	0.0495298265322419	0.130186290411476
TRINITY_DN15000_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN24767_c0_g3	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25475_c3_g3	9	8	gall	non	0.7887192866089789	1.4390680688521698	0.47920734973015294	0.579411213756547
TRINITY_DN10058_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN26685_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN70549_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN28398_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN24981_c0_g3	8	16	gall	non	-0.3657596161308879	1.81678815483975	0.7790008462571479	0.859528416560432
TRINITY_DN64192_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN26433_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN12478_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN61616_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN23901_c0_g1	36	0	gall	non	8.523142858548619	2.51801533465794	1.44560260597931e-06	4.398643642327679e-05
TRINITY_DN43_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN43941_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN29930_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN29516_c0_g1	12	9	gall	non	1.03292640137254	1.7031144829366	0.302644775598464	0.39187180558310797
TRINITY_DN26127_c1_g1	388	0	gall	non	11.949568650612099	5.95898431736307	7.516193704287589e-16	4.77984822430465e-13
TRINITY_DN18157_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN32952_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN1771_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN12886_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN41453_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN23219_c0_g1	39	40	gall	non	0.591915016099667	3.43908485283961	0.4557282614802539	0.55411997744972
TRINITY_DN26327_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN16784_c0_g2	35	0	gall	non	8.48261291272863	2.47889124222475	1.7183578146546601e-06	5.082662644890611e-05
TRINITY_DN20336_c0_g2	6	9	gall	non	0.0445801141264342	1.27175655312677	1.0	1.0
TRINITY_DN27695_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26132_c4_g4	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN28703_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN41408_c0_g1	1	12	gall	non	-2.83778692941527	1.06511421247013	0.0999758185423419	0.16319785934549202
TRINITY_DN24932_c0_g1	22	0	gall	non	7.81514282373173	1.8522244445802598	4.5323875751260104e-05	0.000760107213746212
TRINITY_DN44109_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN23860_c0_g1	29	320	gall	non	-2.82947533730893	5.29927165153957	0.000148619849917753	0.00209007756206757
TRINITY_DN60863_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN49218_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN26035_c0_g1	124	50	gall	non	1.93738884937274	4.65737885634572	0.00737041941432378	0.0409071785856612
TRINITY_DN37532_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN24056_c0_g2	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN8563_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN30371_c0_g1	7	1	gall	non	3.25373154129471	0.65455852490346	0.08447204968944098	0.154727494458257
TRINITY_DN23590_c0_g2	23	0	gall	non	7.87899461560621	1.91050465231192	3.5680497931842795e-05	0.000628550023678009
TRINITY_DN4218_c0_g1	4	6	gall	non	0.0442188116539288	0.830854492358018	1.0	1.0
TRINITY_DN475_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN8733_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN23453_c0_g1	31	34	gall	non	0.49514570454635604	3.1632435859087793	0.5506674542228829	0.652563097865422
TRINITY_DN21208_c0_g1	13	17	gall	non	0.241276501620344	2.12058995818521	0.909314911674813	0.9734525030814101
TRINITY_DN19921_c0_g2	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN17982_c0_g1	15	9	gall	non	1.35251241469935	1.88206108854341	0.17728449326109	0.266190443982759
TRINITY_DN26028_c2_g3	61	0	gall	non	9.28234712422025	3.26590579165829	2.0434769549264603e-08	1.25679761577943e-06
TRINITY_DN22046_c0_g1	10	8	gall	non	0.939165625821857	1.51201578310271	0.394643218931075	0.494189919358514
TRINITY_DN8521_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN70462_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN26154_c4_g8	650	1247	gall	non	-0.30962454980977	7.883176844237631	0.6405097626030369	0.738204692527823
TRINITY_DN74110_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN29169_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN23826_c0_g1	7	62	gall	non	-2.50000565685098	3.0976811681430503	0.00401293006280636	0.0266402780754797
TRINITY_DN58934_c0_g1	5	6	gall	non	0.359221829865492	0.937325452837144	1.0	1.0
TRINITY_DN10548_c0_g1	18	0	gall	non	7.527059044482139	1.59456865907997	0.00016479894528675	0.00219895596444935
TRINITY_DN43541_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN63678_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN19567_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN25063_c0_g2	44	0	gall	non	8.811936298411132	2.7995014544839703	2.97358095395732e-07	1.19382517162855e-05
TRINITY_DN51328_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN10879_c0_g1	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN66622_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN7415_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN56585_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9465_c0_g1	8	8	gall	non	0.6207378686644179	1.3626604463737602	0.580435588657284	0.6829525759523261
TRINITY_DN9967_c0_g1	11	0	gall	non	6.821534572836981	1.00680777719729	0.0028638906353275	0.020607180477825
TRINITY_DN23749_c1_g1	19	0	gall	non	7.6046498266310705	1.66307047302484	0.000125561101170857	0.0017752184677322102
TRINITY_DN18478_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN20236_c0_g1	9	10	gall	non	0.47217704253616294	1.56166616573235	0.745854585473486	0.833952396592603
TRINITY_DN25785_c2_g3	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN29049_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN28214_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN25287_c0_g2	49	51	gall	non	0.571163817667622	3.7662513133379503	0.448598292924247	0.546244396282015
TRINITY_DN14937_c0_g1	17	0	gall	non	7.44505691393907	1.5229326388391498	0.00029061319383900095	0.0035983752821256705
TRINITY_DN10181_c0_g1	11	19	gall	non	-0.156887231523052	2.10345488148902	1.0	1.0
TRINITY_DN25036_c1_g5	29	4	gall	non	3.439373006132	2.3645223684813503	0.000681597990169718	0.007170113235275409
TRINITY_DN43056_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN66267_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
