	gall_1	non_1	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN34830_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN62324_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN32532_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN40808_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN63670_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN10869_c0_g1	4	3	gall	non	1.00903383728481	0.49749732468050106	0.5217391304347829	0.621804315233688
TRINITY_DN44874_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN953_c0_g1	8	1	gall	non	3.44388156741728	0.776474304670133	0.0399704909450037	0.118957478526608
TRINITY_DN53512_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN1238_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN24246_c0_g2	27	30	gall	non	0.476228157708836	2.98255512271232	0.592573264354885	0.690691058896344
TRINITY_DN16720_c0_g2	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN43094_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN20103_c0_g1	4	7	gall	non	-0.173076396359795	0.925892736802875	1.0	1.0
TRINITY_DN62164_c0_g1	7	6	gall	non	0.83669336515322	1.13109762777999	0.542974480501684	0.644768254715318
TRINITY_DN24335_c0_g1	4	90	gall	non	-3.8290397653733397	3.4813478915714597	5.7941770503573704e-05	0.0009656050716468199
TRINITY_DN24791_c0_g3	39	0	gall	non	8.63831839012171	2.62973318801962	7.449998504695359e-07	2.5014530354149803e-05
TRINITY_DN25425_c1_g2	14	48	gall	non	-1.14180594629285	3.00445572004367	0.171981170076906	0.258667294117373
TRINITY_DN21844_c0_g2	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN33593_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN22041_c0_g1	7	41	gall	non	-1.90516595196915	2.64087235822901	0.034765336565713	0.105432088531521
TRINITY_DN68727_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN12702_c0_g1	1	9	gall	non	-2.4287473941815696	0.7961679193390809	0.12495974235104701	0.19870698777436602
TRINITY_DN25882_c1_g9	5	1	gall	non	2.77626000600698	0.37791694163539397	0.18695652173913002	0.274745238875432
TRINITY_DN21558_c0_g1	10	1	gall	non	3.76230932457472	0.99512333563459	0.0197868807531717	0.0845506824052762
TRINITY_DN26248_c0_g1	211	3	gall	non	6.69584110658096	5.0860613579725	1.53793508714357e-11	2.73193977463151e-09
TRINITY_DN26263_c1_g8	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN71096_c0_g1	4	4	gall	non	0.611481564845604	0.6179820414760121	0.7697262479871179	0.849796378849567
TRINITY_DN55187_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN63712_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN51272_c0_g1	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN25750_c2_g6	1	10	gall	non	-2.5783542935412997	0.8918527380303709	0.08447204968944098	0.154727494458257
TRINITY_DN24675_c0_g2	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN49967_c0_g1	3	8	gall	non	-0.765455776483258	0.914502899398876	0.799900049975013	0.8732848717272259
TRINITY_DN25806_c0_g1	42	21	gall	non	1.62325326361366	3.19094315286045	0.0434366874759743	0.12876714074898
TRINITY_DN11344_c0_g1	3	5	gall	non	-0.103421826204884	0.605901552585096	1.0	1.0
TRINITY_DN28007_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN19995_c0_g1	10	12	gall	non	0.36319074587507	1.73615216681498	0.8846960936993821	0.9503608679513259
TRINITY_DN6485_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN25853_c0_g3	9	31	gall	non	-1.14539538510422	2.43133444834177	0.190994648430987	0.27923402580816603
TRINITY_DN20134_c0_g1	12	25	gall	non	-0.42559991996727703	2.36039906730414	0.6868515650424339	0.7769689143567641
TRINITY_DN24814_c0_g1	79	0	gall	non	9.6548625341229	3.63972834424852	2.26492977906211e-09	1.9307767341779602e-07
TRINITY_DN25879_c1_g9	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN50115_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN21908_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN25818_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN29547_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN20624_c0_g1	0	14	gall	non	-6.54192947390472	1.1334157531184	0.0041656591059309	0.0266402780754797
TRINITY_DN60745_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25856_c1_g1	5	6	gall	non	0.359221829865492	0.937325452837144	1.0	1.0
TRINITY_DN28177_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN69693_c0_g1	5	2	gall	non	1.8746520959283501	0.509892706029628	0.18695652173913002	0.274745238875432
TRINITY_DN67474_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN1795_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN20394_c0_g2	15	0	gall	non	7.265588141332801	1.36902019592239	0.0005304048685583731	0.005661390938419129
TRINITY_DN23753_c0_g1	36	33	gall	non	0.753116347271347	3.2626801505318097	0.316442818571735	0.408092646906451
TRINITY_DN46187_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25523_c1_g6	36	86	gall	non	-0.624675278563121	3.95350966711205	0.407034288414767	0.5083252530821389
TRINITY_DN25846_c0_g1	565	962	gall	non	-0.137480025077633	7.58862190698281	0.8374209400902378	0.9076722672501129
TRINITY_DN23033_c0_g1	1	31	gall	non	-4.19592672118168	2.09638371054912	0.0017741059936921802	0.0155617236638428
TRINITY_DN62139_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN42545_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN58104_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN68558_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25360_c5_g5	4	11	gall	non	-0.81396899178156	1.2504597095711298	0.542974480501684	0.644768254715318
TRINITY_DN25170_c0_g1	58	144	gall	non	-0.680742996231547	4.65256881478647	0.33101002295634	0.425601524461899
TRINITY_DN1668_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN23085_c0_g2	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN24281_c0_g2	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN50515_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN4694_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25740_c0_g2	3	41	gall	non	-3.1012095709942598	2.50421749990462	0.00231636916637195	0.018473436263639
TRINITY_DN22449_c0_g1	10	7	gall	non	1.1279759404195	1.44947203531074	0.283652797257285	0.37124993432459397
TRINITY_DN45155_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN15867_c1_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN49718_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25799_c0_g2	66	14	gall	non	2.85389889776188	3.5897045198621202	0.000478523939122233	0.005465382791763529
TRINITY_DN29706_c0_g1	1	7	gall	non	-2.07300173487084	0.581908530924166	0.18695652173913002	0.274745238875432
TRINITY_DN34127_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN59417_c0_g1	2	21	gall	non	-2.7033326475295003	1.71155305267674	0.0297217605337739	0.105432088531521
TRINITY_DN3862_c0_g1	7	14	gall	non	-0.36520124944250504	1.6544228600856998	0.8761855672819548	0.942811251535171
TRINITY_DN25401_c3_g9	14	40	gall	non	-0.8796813520153349	2.8336635785203903	0.32585783171558397	0.41926522377131203
TRINITY_DN22125_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN37961_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN66416_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25957_c0_g3	146	0	gall	non	10.5400848271656	4.5345497147284295	8.66241871959038e-12	1.6013891164349698e-09
TRINITY_DN11916_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN20362_c0_g1	4	7	gall	non	-0.173076396359795	0.925892736802875	1.0	1.0
TRINITY_DN33574_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN29419_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23528_c0_g1	21	22	gall	non	0.5599686974377579	2.60735206861781	0.5586358764639139	0.6612912759734579
TRINITY_DN67096_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN35930_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25192_c1_g2	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN30890_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN49906_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN17743_c0_g1	0	6	gall	non	-5.340034859309	0.315244050785443	0.0942028985507246	0.154727494458257
TRINITY_DN26265_c3_g2	107	28	gall	non	2.55791328781362	4.32871728117528	0.000706840124104074	0.007170113235275409
TRINITY_DN72087_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN18939_c0_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN32796_c0_g1	9	0	gall	non	6.534859668529349	0.7885674142850091	0.00614930629923133	0.0343637069238416
TRINITY_DN25919_c1_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN19895_c0_g1	4	23	gall	non	-1.86781148063351	1.91817903104496	0.0638717177078009	0.145669847077531
TRINITY_DN21983_c0_g1	12	0	gall	non	6.9460021280060005	1.1054979533026899	0.0019960449882585603	0.0160394850876062
TRINITY_DN25831_c4_g1	4	8	gall	non	-0.36188671095744296	1.0146657186549	1.0	1.0
TRINITY_DN25112_c1_g8	9	8	gall	non	0.7887192866089789	1.4390680688521698	0.47920734973015294	0.579411213756547
TRINITY_DN46855_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN20681_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN24885_c1_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN27437_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN42712_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN26597_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN30135_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN17608_c0_g1	3	24	gall	non	-2.33238669390102	1.9093268292154	0.0293230855505571	0.105432088531521
TRINITY_DN22570_c0_g2	6	11	gall	non	-0.240566821984602	1.4080003501878997	1.0	1.0
TRINITY_DN54594_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN52121_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN25373_c0_g2	12	2	gall	non	3.12139753475986	1.26382646019028	0.0102150537634409	0.0552206842087944
TRINITY_DN24193_c0_g1	30	29	gall	non	0.676367797232845	3.04219759081298	0.403125301382966	0.5036611083722671
TRINITY_DN25980_c0_g7	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN38370_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN23313_c0_g1	3	36	gall	non	-2.9143218975795095	2.3546636781494303	0.00477114221294496	0.0302981204479083
TRINITY_DN15532_c0_g2	7	1	gall	non	3.25373154129471	0.65455852490346	0.08447204968944098	0.154727494458257
TRINITY_DN17657_c0_g2	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN59549_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN54148_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN58837_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN3471_c0_g1	36	0	gall	non	8.523142858548619	2.51801533465794	1.44560260597931e-06	4.398643642327679e-05
TRINITY_DN60462_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN53521_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22168_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN26234_c0_g1	3	14	gall	non	-1.5612448684676101	1.37715640753308	0.238790282278216	0.343209085820206
TRINITY_DN25675_c0_g1	0	9	gall	non	-5.9130757266334495	0.681559365553488	0.0347826086956522	0.105432088531521
TRINITY_DN13833_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN51166_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN46864_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9560_c0_g1	0	15	gall	non	-6.640432572261809	1.20823257972407	0.0041656591059309	0.0266402780754797
TRINITY_DN3626_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN26253_c0_g3	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN72133_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25593_c3_g5	16	27	gall	non	-0.12387647665478399	2.57080003935859	0.9310753748327399	0.994370862645908
TRINITY_DN25544_c1_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN9587_c0_g1	1	11	gall	non	-2.7138943302926	0.98124407148232	0.0577711144427786	0.132325898713228
TRINITY_DN25952_c0_g1	78	94	gall	non	0.360581186873952	4.5131676432419505	0.608595950766547	0.707602948900245
TRINITY_DN4060_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN34119_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN44667_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25927_c2_g17	16	0	gall	non	7.35811143076527	1.4478642644588602	0.00039082463999038	0.00449766597096422
TRINITY_DN68983_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN26007_c0_g1	89	60	gall	non	1.19706843963119	4.3798128046736	0.0960597281815128	0.157630756927675
TRINITY_DN25723_c4_g1	10380	113	gall	non	7.149698959977231	10.723018993149699	7.847550457541899e-17	7.3390753499547e-14
TRINITY_DN22012_c0_g1	5	11	gall	non	-0.498965973569997	1.3311350442591499	0.700311134755203	0.788743027479852
TRINITY_DN23786_c0_g2	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25576_c0_g6	4	8	gall	non	-0.36188671095744296	1.0146657186549	1.0	1.0
TRINITY_DN25611_c0_g1	39	40	gall	non	0.591915016099667	3.43908485283961	0.4557282614802539	0.55411997744972
TRINITY_DN34663_c0_g1	2	10	gall	non	-1.64429358118792	0.992344899069885	0.33368077865829	0.427255978697606
TRINITY_DN25854_c0_g1	7	19	gall	non	-0.8016935798978141	1.9005878360275599	0.49471223386767105	0.5962762935556021
TRINITY_DN56864_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN22294_c0_g1	14	6	gall	non	1.8266871626977101	1.66859680856951	0.0967863533519141	0.15858578158975598
TRINITY_DN6331_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN6631_c0_g1	0	11	gall	non	-6.19822266274449	0.8805928161360429	0.0140786749482402	0.0656007660212769
TRINITY_DN53987_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN36074_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN25876_c2_g4	43	613	gall	non	-3.20026436366142	6.1772461589803305	1.39220751685344e-05	0.000297500150627613
TRINITY_DN73391_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN10077_c0_g1	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN26250_c1_g2	48	0	gall	non	8.93719964807733	2.9228783400842295	1.46827987007839e-07	6.66004208685915e-06
TRINITY_DN26208_c1_g2	14	0	gall	non	7.166722022006709	1.28600218015302	0.000726851116172583	0.007170113235275409
TRINITY_DN6781_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN16911_c0_g2	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN29752_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN20544_c0_g2	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN56615_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9493_c0_g1	4	7	gall	non	-0.173076396359795	0.925892736802875	1.0	1.0
TRINITY_DN25858_c0_g3	0	14	gall	non	-6.54192947390472	1.1334157531184	0.0041656591059309	0.0266402780754797
TRINITY_DN19846_c0_g1	2	5	gall	non	-0.665717386836728	0.472890096957789	1.0	1.0
TRINITY_DN67558_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN33370_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN68369_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN39225_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN59073_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN22124_c0_g1	18	12	gall	non	1.20494378261499	2.16350923804981	0.171885536243144	0.258535685710655
TRINITY_DN26043_c0_g4	9	15	gall	non	-0.105572903732464	1.82607830270349	1.0	1.0
TRINITY_DN19477_c0_g1	8	7	gall	non	0.8095481832620649	1.2931721627552402	0.580435588657284	0.6829525759523261
TRINITY_DN16601_c0_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN15103_c0_g1	10	0	gall	non	6.685306007742231	0.9014851953638772	0.0041656591059309	0.0266402780754797
TRINITY_DN60547_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN22521_c0_g1	33	0	gall	non	8.39796843296836	2.39752253221494	2.94064672173027e-06	8.02607243011652e-05
TRINITY_DN50667_c0_g1	3	6	gall	non	-0.359350253871887	0.716768842781904	1.0	1.0
TRINITY_DN26190_c0_g7	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN18461_c1_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN17350_c0_g1	17	17	gall	non	0.625754420831098	2.3003136823052097	0.544246996097139	0.645748786704755
TRINITY_DN67435_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN43103_c0_g1	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN25986_c0_g1	63	1035	gall	non	-3.4058183699158198	6.90397201382514	3.52004839088238e-06	9.33550087122313e-05
TRINITY_DN25557_c1_g5	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN18704_c0_g1	13	0	gall	non	7.060578994728321	1.19834455310189	0.0010064092377774301	0.00900669702606496
TRINITY_DN14069_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
TRINITY_DN21656_c0_g2	3	6	gall	non	-0.359350253871887	0.716768842781904	1.0	1.0
TRINITY_DN12347_c0_g2	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN7763_c0_g1	4	2	gall	non	1.5596490777167902	0.365248498853078	0.282608695652174	0.37124993432459397
TRINITY_DN42080_c0_g1	1	4	gall	non	-1.28844377366544	0.180293552317445	0.658385093167702	0.749138336283894
TRINITY_DN34482_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN21820_c0_g2	5	4	gall	non	0.926484583057167	0.7404982870242142	0.5855072463768121	0.6834571921087921
TRINITY_DN33279_c0_g1	0	5	gall	non	-5.084106431642	0.16762953952925302	0.161490683229814	0.24349958529298102
TRINITY_DN25285_c1_g1	7	0	gall	non	6.176728224462219	0.534866957156636	0.0219001610305958	0.0845506824052762
TRINITY_DN24635_c0_g2	31	64	gall	non	-0.41438086584424294	3.6228507818267595	0.596695963892048	0.695139648416335
TRINITY_DN21580_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN1000_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN23735_c0_g2	5	3	gall	non	1.32403685549638	0.6301184279539079	0.372946859903382	0.47009400239228705
TRINITY_DN39764_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN9328_c0_g1	1	10	gall	non	-2.5783542935412997	0.8918527380303709	0.08447204968944098	0.154727494458257
TRINITY_DN46278_c0_g1	0	4	gall	non	-4.77277210611732	0.00227315769200764	0.28571428571428603	0.37124993432459397
TRINITY_DN26879_c0_g1	2	4	gall	non	-0.354383061312055	0.340112650113992	1.0	1.0
TRINITY_DN18055_c0_g1	3	25	gall	non	-2.39091744253616	1.9525883969279	0.0293230855505571	0.105432088531521
TRINITY_DN58137_c0_g1	13	9	gall	non	1.1475032680948702	1.7650008425057302	0.25315323578977	0.362117658842382
TRINITY_DN33999_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN25850_c1_g2	35	139	gall	non	-1.3569114480890803	4.39780099208091	0.0619285179188316	0.141593520116854
TRINITY_DN63289_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN28956_c0_g1	5	0	gall	non	5.69925668917449	0.231680595211743	0.0565217391304347	0.130186290411476
TRINITY_DN26050_c1_g1	2	7	gall	non	-1.13894102251745	0.7049809416608879	0.5855072463768121	0.6834571921087921
TRINITY_DN25881_c0_g4	39	0	gall	non	8.63831839012171	2.62973318801962	7.449998504695359e-07	2.5014530354149803e-05
TRINITY_DN25785_c3_g7	0	8	gall	non	-5.74614038192037	0.569996087716901	0.0347826086956522	0.105432088531521
TRINITY_DN18465_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN25992_c0_g7	1	9	gall	non	-2.4287473941815696	0.7961679193390809	0.12495974235104701	0.19870698777436602
TRINITY_DN60502_c0_g1	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN22822_c0_g2	26	14	gall	non	1.5132355850067198	2.55994029258641	0.07701350915391901	0.154727494458257
TRINITY_DN25755_c0_g4	1	5	gall	non	-1.59977809919011	0.327645012653475	0.43064182194616996	0.530555930583221
TRINITY_DN25124_c0_g5	4	0	gall	non	5.38425367096293	0.0545172740010281	0.0942028985507246	0.154727494458257
TRINITY_DN45723_c0_g1	6	0	gall	non	5.95765584075989	0.390652521575921	0.0347826086956522	0.105432088531521
TRINITY_DN42761_c0_g1	0	7	gall	non	-5.55733006732272	0.44852743771642206	0.0565217391304347	0.130186290411476
TRINITY_DN15086_c0_g1	8	0	gall	non	6.366878250584789	0.6668620052487549	0.0140786749482402	0.0656007660212769
