	sampleA	sampleB	logFC	logCPM	PValue	FDR
TRINITY_DN14018_c0_g2	SMP_1	SMP_2	0.045708279	5.277304921	0.947696396	1
TRINITY_DN14019_c0_g1	SMP_1	SMP_2	0.145896166	6.099070247	0.825307276	1
TRINITY_DN1402_c0_g1	SMP_1	SMP_2	9.256865154	1.687539072	1.83E-08	3.84E-06
TRINITY_DN14020_c0_g1	SMP_1	SMP_2	0.385849665	3.613499529	0.582779575	1
TRINITY_DN14020_c0_g2	SMP_1	SMP_2	0.385729848	3.968402347	0.5746476	1
TRINITY_DN14020_c0_g3	SMP_1	SMP_2	0.605656047	4.107086037	0.373148747	1
TRINITY_DN14021_c1_g1	SMP_1	SMP_2	0.137308006	4.218403005	0.849163615	1
TRINITY_DN14021_c2_g1	SMP_1	SMP_2	1.504444016	5.271202869	0.026152089	0.335371313
TRINITY_DN14022_c1_g1	SMP_1	SMP_2	0.155586536	4.418163605	0.818941649	1
TRINITY_DN14022_c1_g2	SMP_1	SMP_2	-0.351437303	3.935351689	0.612897821	1
TRINITY_DN14022_c1_g3	SMP_1	SMP_2	-0.098423883	6.078536622	0.884049346	1
TRINITY_DN14023_c0_g1	SMP_1	SMP_2	0.161080502	4.739441089	0.81474695	1
TRINITY_DN14023_c1_g1	SMP_1	SMP_2	0.465525511	4.660998713	0.487928061	1
TRINITY_DN14024_c1_g1	SMP_1	SMP_2	1.908138773	2.004078336	0.014878049	0.224449547
TRINITY_DN14024_c2_g1	SMP_1	SMP_2	-0.887817591	0.745308985	0.315146324	1
TRINITY_DN14024_c3_g1	SMP_1	SMP_2	-0.175409079	4.304132089	0.798294184	1
TRINITY_DN14024_c3_g2	SMP_1	SMP_2	-0.325867581	5.898423142	0.621397196	1
TRINITY_DN14024_c4_g1	SMP_1	SMP_2	-1.010517662	6.368285785	0.127830722	0.813008588
TRINITY_DN14024_c4_g2	SMP_1	SMP_2	-1.235668464	7.71970825	0.062905297	0.586417985
TRINITY_DN14025_c0_g1	SMP_1	SMP_2	0.119691961	4.94707741	0.860569186	1
TRINITY_DN14026_c0_g1	SMP_1	SMP_2	0.435245996	6.473245788	0.509262631	1
TRINITY_DN14027_c0_g1	SMP_1	SMP_2	0.513883914	2.769239421	0.478104572	1
TRINITY_DN14028_c0_g1	SMP_1	SMP_2	1.155569358	6.440238081	0.082439166	0.675805768
TRINITY_DN14028_c1_g1	SMP_1	SMP_2	-0.193535312	5.739963632	0.769949626	1
TRINITY_DN14028_c1_g2	SMP_1	SMP_2	0.028602382	4.717606146	0.974391424	1
TRINITY_DN14029_c1_g1	SMP_1	SMP_2	-0.166937764	0.780263852	0.859853262	1
TRINITY_DN14029_c1_g2	SMP_1	SMP_2	0.208804551	2.278876558	0.78659789	1
TRINITY_DN14029_c1_g3	SMP_1	SMP_2	-1.002337683	6.383048744	0.130845317	0.813008588
TRINITY_DN14029_c1_g5	SMP_1	SMP_2	-1.333504358	8.118852712	0.045112698	0.48467261
TRINITY_DN14029_c1_g7	SMP_1	SMP_2	-1.194357737	6.535179271	0.072857093	0.632064172
TRINITY_DN14030_c0_g1	SMP_1	SMP_2	-0.822465157	7.35989271	0.212490738	0.978206669
TRINITY_DN14031_c0_g1	SMP_1	SMP_2	0.164832936	4.247928133	0.810579852	1
TRINITY_DN14032_c0_g1	SMP_1	SMP_2	0.25175481	4.374394067	0.707742982	1
TRINITY_DN14032_c0_g2	SMP_1	SMP_2	0.440479298	4.991164432	0.51040419	1
TRINITY_DN14032_c0_g3	SMP_1	SMP_2	0.525814574	0.81373149	0.595081012	1
TRINITY_DN14032_c0_g4	SMP_1	SMP_2	0.439464486	4.748901945	0.514640171	1
TRINITY_DN14033_c0_g1	SMP_1	SMP_2	-0.647557191	3.036638013	0.360684084	1
TRINITY_DN14033_c0_g2	SMP_1	SMP_2	-0.187760859	6.395772113	0.776395737	1
TRINITY_DN14033_c1_g1	SMP_1	SMP_2	0.06855854	4.136730692	0.923649344	1
TRINITY_DN14034_c0_g1	SMP_1	SMP_2	0.008147928	6.721364848	0.991411335	1
TRINITY_DN14035_c0_g2	SMP_1	SMP_2	-0.093663651	3.925377634	0.903282181	1
TRINITY_DN14035_c0_g4	SMP_1	SMP_2	-0.085310701	6.667568379	0.897791799	1
TRINITY_DN14036_c0_g1	SMP_1	SMP_2	-0.336276017	1.91653917	0.671960058	1
TRINITY_DN14036_c1_g1	SMP_1	SMP_2	0.637261424	5.754425053	0.336020114	1
TRINITY_DN14037_c0_g1	SMP_1	SMP_2	-0.871340798	9.334447253	0.185870302	0.934311426
TRINITY_DN14038_c0_g2	SMP_1	SMP_2	1.283423029	4.33039719	0.05964105	0.570112379
TRINITY_DN14039_c0_g1	SMP_1	SMP_2	0.088956382	4.162724404	0.902731539	1
TRINITY_DN14039_c1_g1	SMP_1	SMP_2	-0.470342957	6.869320571	0.47485827	1
TRINITY_DN14040_c0_g1	SMP_1	SMP_2	0.332330459	3.782698958	0.633080996	1
TRINITY_DN14041_c1_g2	SMP_1	SMP_2	-0.40558758	6.802477385	0.537765766	1
TRINITY_DN14041_c1_g3	SMP_1	SMP_2	-0.836800913	2.381744523	0.240304845	1
TRINITY_DN14041_c2_g1	SMP_1	SMP_2	0.43244078	4.616532486	0.523936976	1
TRINITY_DN14042_c0_g1	SMP_1	SMP_2	-0.123353494	6.745374457	0.852002575	1
TRINITY_DN14042_c0_g2	SMP_1	SMP_2	-0.664512468	6.070673814	0.315987044	1
TRINITY_DN14043_c0_g1	SMP_1	SMP_2	-0.592283376	5.730440243	0.37111275	1
TRINITY_DN14044_c0_g1	SMP_1	SMP_2	-0.708350039	0.394755374	0.503000489	1
TRINITY_DN14044_c0_g2	SMP_1	SMP_2	-0.479026795	3.437349701	0.48718332	1
TRINITY_DN14044_c0_g3	SMP_1	SMP_2	-0.29672503	6.006779511	0.654460336	1
TRINITY_DN14045_c0_g1	SMP_1	SMP_2	-0.486892955	3.324220553	0.4841725	1
TRINITY_DN14046_c0_g1	SMP_1	SMP_2	1.247438173	1.993072682	0.097061712	0.728891825
TRINITY_DN14046_c0_g2	SMP_1	SMP_2	-0.38458339	6.914776264	0.558840718	1
TRINITY_DN14047_c0_g1	SMP_1	SMP_2	-6.864025308	2.097660351	7.51E-10	2.39E-07
TRINITY_DN14047_c0_g2	SMP_1	SMP_2	-1.163713391	5.269530161	0.082831072	0.678073089
TRINITY_DN14047_c0_g3	SMP_1	SMP_2	0.663752849	4.540920947	0.320577329	1
TRINITY_DN14048_c0_g1	SMP_1	SMP_2	0.040266841	3.801575792	0.961591926	1
TRINITY_DN14048_c0_g3	SMP_1	SMP_2	-1.205731578	2.89084699	0.085047449	0.684541737
TRINITY_DN14048_c0_g4	SMP_1	SMP_2	-1.809504215	0.975502812	0.0365433	0.421098421
TRINITY_DN14049_c0_g1	SMP_1	SMP_2	-0.817487727	4.602153116	0.224195234	0.99462902
TRINITY_DN14049_c0_g2	SMP_1	SMP_2	-0.769371502	2.907109192	0.276115449	1
TRINITY_DN14050_c0_g1	SMP_1	SMP_2	0.383792727	4.015647733	0.573015456	1
TRINITY_DN14050_c1_g2	SMP_1	SMP_2	0.108207184	6.290676935	0.870879711	1
TRINITY_DN14051_c0_g2	SMP_1	SMP_2	0.188547667	4.75933521	0.783192617	1
TRINITY_DN14052_c0_g1	SMP_1	SMP_2	0.027572308	5.671147004	0.97077194	1
TRINITY_DN14052_c0_g2	SMP_1	SMP_2	0.3811102	3.437261028	0.587221348	1
TRINITY_DN14052_c0_g4	SMP_1	SMP_2	1.201498933	0.15323241	0.211790394	0.977364014
TRINITY_DN14052_c0_g6	SMP_1	SMP_2	0.262413369	3.221669776	0.719972902	1
TRINITY_DN14052_c0_g7	SMP_1	SMP_2	0.798770599	2.400370214	0.267592447	1
TRINITY_DN14053_c1_g1	SMP_1	SMP_2	-0.277575066	7.009315006	0.673028195	1
TRINITY_DN14053_c1_g2	SMP_1	SMP_2	0.21528754	4.463187746	0.747481787	1
TRINITY_DN14054_c0_g1	SMP_1	SMP_2	0.992797705	0.377507978	0.343208477	1
TRINITY_DN14054_c1_g1	SMP_1	SMP_2	2.497739989	3.660119681	0.000550236	0.017511518
TRINITY_DN14054_c1_g2	SMP_1	SMP_2	0.284047105	3.809636136	0.683298029	1
TRINITY_DN14054_c1_g3	SMP_1	SMP_2	-1.81834852	-0.023459543	0.078524039	0.657226648
TRINITY_DN14055_c0_g1	SMP_1	SMP_2	0.478273077	5.027831429	0.473613915	1
TRINITY_DN14055_c0_g2	SMP_1	SMP_2	0.307179208	4.571100367	0.648065086	1
TRINITY_DN14055_c0_g4	SMP_1	SMP_2	-0.048727498	2.203230218	0.971952604	1
TRINITY_DN14056_c0_g1	SMP_1	SMP_2	-1.237200818	3.457255944	0.073305852	0.634319472
TRINITY_DN14057_c0_g1	SMP_1	SMP_2	-0.90606758	1.890711539	0.218709336	0.986435661
TRINITY_DN14057_c0_g2	SMP_1	SMP_2	-0.106295177	2.056085193	0.907114642	1
TRINITY_DN14057_c1_g1	SMP_1	SMP_2	0.491111585	6.351043071	0.456351154	1
TRINITY_DN14057_c1_g2	SMP_1	SMP_2	0.37213638	4.981518912	0.579373637	1
TRINITY_DN14057_c1_g3	SMP_1	SMP_2	0.380133239	3.884334343	0.575341525	1
TRINITY_DN14058_c0_g1	SMP_1	SMP_2	0.445196859	3.622141263	0.519311744	1
TRINITY_DN14059_c0_g1	SMP_1	SMP_2	0.850802079	4.354368553	0.208484041	0.974564402
TRINITY_DN14060_c1_g1	SMP_1	SMP_2	0.33575183	4.413733732	0.616839712	1
TRINITY_DN14060_c1_g2	SMP_1	SMP_2	-0.80285776	6.851274448	0.224080762	0.99462902
TRINITY_DN14060_c1_g3	SMP_1	SMP_2	0.382516133	6.9402509	0.561024226	1
TRINITY_DN14061_c0_g1	SMP_1	SMP_2	-0.679508811	3.932230275	0.317625559	1
TRINITY_DN14062_c1_g1	SMP_1	SMP_2	1.611286308	3.619098279	0.021263433	0.290921857
TRINITY_DN14062_c1_g2	SMP_1	SMP_2	11.57369695	3.89368425	8.13E-15	1.37E-11
TRINITY_DN14062_c1_g4	SMP_1	SMP_2	9.288522748	1.716735183	1.64E-08	3.47E-06
TRINITY_DN14063_c0_g1	SMP_1	SMP_2	0.465983429	6.016337318	0.480437205	1
TRINITY_DN14063_c0_g2	SMP_1	SMP_2	-2.487067178	0.213285744	0.0126381	0.198686821
TRINITY_DN14063_c0_g3	SMP_1	SMP_2	0.692324778	1.981854161	0.356511304	1
TRINITY_DN14064_c0_g1	SMP_1	SMP_2	0.612299561	6.507119727	0.353579499	1
TRINITY_DN14064_c0_g2	SMP_1	SMP_2	-0.163754162	2.521300767	0.819206997	1
TRINITY_DN14064_c0_g3	SMP_1	SMP_2	-0.320611917	3.496059633	0.644831866	1
TRINITY_DN14065_c1_g2	SMP_1	SMP_2	-1.144091988	3.350604765	0.100605912	0.739339474
TRINITY_DN14065_c1_g3	SMP_1	SMP_2	-1.28404547	3.416928755	0.064910553	0.590315419
TRINITY_DN14066_c2_g1	SMP_1	SMP_2	-0.901031588	0.401844651	0.369464418	1
TRINITY_DN14066_c2_g4	SMP_1	SMP_2	-0.628935559	2.421918122	0.388095414	1
TRINITY_DN14067_c1_g1	SMP_1	SMP_2	2.005369668	4.202309088	0.0041922	0.08412659
TRINITY_DN14067_c1_g2	SMP_1	SMP_2	0.324920204	1.172342485	0.726541204	1
TRINITY_DN14067_c1_g3	SMP_1	SMP_2	5.782829583	1.661857769	1.10E-06	0.000117871
TRINITY_DN14067_c1_g6	SMP_1	SMP_2	10.13026197	2.504182806	9.87E-11	4.47E-08
TRINITY_DN14067_c1_g7	SMP_1	SMP_2	8.381693741	0.894998804	2.45E-06	0.000219142
TRINITY_DN14068_c1_g1	SMP_1	SMP_2	7.897996065	0.471409783	2.25E-05	0.001384195
TRINITY_DN14068_c2_g1	SMP_1	SMP_2	7.095170329	-0.200401911	0.000726851	0.021639002
TRINITY_DN14068_c2_g10	SMP_1	SMP_2	-0.925480712	-0.047723924	0.361697181	1
TRINITY_DN14068_c2_g2	SMP_1	SMP_2	11.49107368	3.813139225	1.41E-14	2.08E-11
TRINITY_DN14068_c2_g3	SMP_1	SMP_2	2.300878201	4.069081481	0.001175635	0.031803288
TRINITY_DN14068_c2_g5	SMP_1	SMP_2	-1.234615693	3.085594724	0.079386751	0.662561037
TRINITY_DN14068_c2_g8	SMP_1	SMP_2	0.714176908	0.611625817	0.416921488	1
TRINITY_DN14069_c0_g1	SMP_1	SMP_2	-0.64611887	2.693322974	0.368586089	1
TRINITY_DN14069_c0_g2	SMP_1	SMP_2	-0.093961536	5.751878145	0.889807033	1
TRINITY_DN14070_c0_g1	SMP_1	SMP_2	0.002385953	3.839442757	1	1
TRINITY_DN14071_c0_g1	SMP_1	SMP_2	-0.129655447	3.657767436	0.852565365	1
TRINITY_DN14072_c0_g1	SMP_1	SMP_2	-0.062084865	3.143841054	0.940018047	1
TRINITY_DN14072_c0_g2	SMP_1	SMP_2	0.543318644	1.362189665	0.493139937	1
TRINITY_DN14072_c0_g3	SMP_1	SMP_2	-1.24770189	2.072946699	0.08807949	0.696082502
TRINITY_DN14072_c0_g4	SMP_1	SMP_2	0.291030024	5.317274209	0.663810574	1
TRINITY_DN14073_c0_g1	SMP_1	SMP_2	1.308857057	0.001523085	0.219276674	0.986435661
TRINITY_DN14073_c0_g2	SMP_1	SMP_2	0.325935728	5.384195687	0.624773954	1
TRINITY_DN14073_c0_g3	SMP_1	SMP_2	0.021526675	2.739119995	1	1
TRINITY_DN14074_c0_g1	SMP_1	SMP_2	-0.106009039	1.014111422	0.938413094	1
TRINITY_DN14074_c0_g6	SMP_1	SMP_2	-0.051994523	2.28463239	0.973234263	1
TRINITY_DN14074_c0_g7	SMP_1	SMP_2	1.291386896	1.841519357	0.087080569	0.694724529
TRINITY_DN14075_c0_g1	SMP_1	SMP_2	1.163999411	1.11279451	0.176109954	0.923898515
TRINITY_DN14075_c0_g2	SMP_1	SMP_2	0.756386748	3.116279983	0.283341935	1
TRINITY_DN14075_c0_g3	SMP_1	SMP_2	0.761191918	0.384478613	0.479616293	1
TRINITY_DN14075_c0_g4	SMP_1	SMP_2	0.129583984	0.598020432	1	1
TRINITY_DN14076_c0_g1	SMP_1	SMP_2	0.207665072	5.375969445	0.755869156	1
TRINITY_DN14076_c0_g2	SMP_1	SMP_2	-0.048779354	3.179695284	0.955934672	1
TRINITY_DN14077_c0_g2	SMP_1	SMP_2	-0.113535051	7.488207865	0.863070707	1
TRINITY_DN14078_c0_g1	SMP_1	SMP_2	-0.865964729	5.488784247	0.192638731	0.947838977
TRINITY_DN14078_c1_g1	SMP_1	SMP_2	-0.811899133	2.153599972	0.272376544	1
TRINITY_DN14078_c1_g2	SMP_1	SMP_2	-0.228833491	3.483906427	0.743072294	1
TRINITY_DN14079_c0_g1	SMP_1	SMP_2	0.803343012	3.284051127	0.248245842	1
TRINITY_DN14079_c1_g1	SMP_1	SMP_2	-0.153928592	4.493723003	0.828014092	1
TRINITY_DN14079_c1_g2	SMP_1	SMP_2	-2.002909339	3.370880905	0.00483129	0.094140098
TRINITY_DN14079_c1_g3	SMP_1	SMP_2	-1.720637287	2.207408154	0.019463926	0.272483378
TRINITY_DN14080_c3_g1	SMP_1	SMP_2	-0.016076487	5.083481045	0.984072583	1
TRINITY_DN14080_c3_g3	SMP_1	SMP_2	0.037252342	6.502552067	0.95626456	1
TRINITY_DN14081_c0_g1	SMP_1	SMP_2	-0.021974121	2.452625856	0.976140521	1
TRINITY_DN14082_c0_g1	SMP_1	SMP_2	-0.131697145	6.527031522	0.842330338	1
TRINITY_DN14083_c0_g1	SMP_1	SMP_2	-0.144746752	2.367723392	0.874319014	1
TRINITY_DN14083_c0_g2	SMP_1	SMP_2	0.339021352	7.020753345	0.606279071	1
TRINITY_DN14084_c0_g1	SMP_1	SMP_2	0.145235078	8.116998004	0.824849198	1
TRINITY_DN14085_c0_g1	SMP_1	SMP_2	-0.510638846	5.388731549	0.441128491	1
TRINITY_DN14086_c2_g1	SMP_1	SMP_2	0.294324547	4.466567891	0.662343329	1
TRINITY_DN14086_c2_g4	SMP_1	SMP_2	0.062926795	0.564155419	1	1
TRINITY_DN14086_c2_g5	SMP_1	SMP_2	4.100184272	0.205196483	0.002811985	0.061737712
TRINITY_DN14086_c2_g6	SMP_1	SMP_2	0.240747676	5.358788355	0.718550649	1
TRINITY_DN14086_c2_g7	SMP_1	SMP_2	-0.518985584	6.478015862	0.431264566	1
TRINITY_DN14087_c0_g1	SMP_1	SMP_2	-0.441557337	7.560771217	0.501373419	1
TRINITY_DN14087_c0_g2	SMP_1	SMP_2	-0.918592933	5.177910894	0.169871504	0.905326967
TRINITY_DN14088_c0_g1	SMP_1	SMP_2	-0.398762301	4.786674274	0.551082829	1
TRINITY_DN14088_c0_g2	SMP_1	SMP_2	0.535397635	1.53801345	0.507355851	1
TRINITY_DN14089_c0_g1	SMP_1	SMP_2	-0.373616102	4.073273755	0.588833947	1
TRINITY_DN14089_c0_g2	SMP_1	SMP_2	-0.553817088	5.397836494	0.40352502	1
TRINITY_DN14089_c0_g4	SMP_1	SMP_2	-0.134006686	1.288115473	0.897075644	1
TRINITY_DN14090_c0_g1	SMP_1	SMP_2	-1.07891286	3.678304198	0.116663491	0.792779155
TRINITY_DN14090_c1_g1	SMP_1	SMP_2	0.207547808	4.90043694	0.759184248	1
TRINITY_DN14091_c0_g1	SMP_1	SMP_2	0.597618479	2.47088093	0.401264093	1
TRINITY_DN14092_c0_g1	SMP_1	SMP_2	-0.033817825	7.817546069	0.959371689	1
TRINITY_DN14092_c0_g2	SMP_1	SMP_2	-1.553505754	4.270774465	0.023945477	0.314095745
TRINITY_DN14092_c0_g4	SMP_1	SMP_2	-0.687102392	6.28914635	0.298474343	1
TRINITY_DN14093_c1_g1	SMP_1	SMP_2	1.081843976	4.460371988	0.110060048	0.77361096
TRINITY_DN14093_c1_g4	SMP_1	SMP_2	1.246839558	2.252221071	0.091614151	0.710175745
TRINITY_DN14094_c0_g1	SMP_1	SMP_2	0.320846086	2.750647381	0.675442784	1
TRINITY_DN14094_c0_g2	SMP_1	SMP_2	-0.215572439	5.234905218	0.749147879	1
TRINITY_DN14094_c0_g3	SMP_1	SMP_2	2.377691421	0.130936346	0.036520717	0.421098421
TRINITY_DN14095_c0_g1	SMP_1	SMP_2	-0.873468442	6.20361477	0.187098119	0.93556749
TRINITY_DN14096_c0_g1	SMP_1	SMP_2	0.215137064	3.098265372	0.770934325	1
TRINITY_DN14097_c1_g1	SMP_1	SMP_2	1.199674334	2.398034817	0.104391045	0.751136643
TRINITY_DN14097_c1_g2	SMP_1	SMP_2	0.471884044	3.712451094	0.486495593	1
TRINITY_DN14097_c1_g4	SMP_1	SMP_2	-0.671829741	1.952079801	0.356511304	1
TRINITY_DN14097_c1_g6	SMP_1	SMP_2	-0.476284825	2.379408313	0.510280608	1
TRINITY_DN14098_c0_g1	SMP_1	SMP_2	0.266851751	5.418402856	0.688218356	1
TRINITY_DN14098_c0_g2	SMP_1	SMP_2	0.940250205	1.843533345	0.212069185	0.977364014
TRINITY_DN14099_c0_g1	SMP_1	SMP_2	-1.120004092	1.512291577	0.141867906	0.851989125
TRINITY_DN14099_c0_g2	SMP_1	SMP_2	-0.71858187	5.579403469	0.278756811	1
TRINITY_DN14099_c0_g3	SMP_1	SMP_2	0.914032656	1.048228947	0.280417096	1
TRINITY_DN14100_c0_g1	SMP_1	SMP_2	-0.047946833	7.470649531	0.942365288	1
TRINITY_DN14100_c0_g3	SMP_1	SMP_2	-0.283012243	4.695253906	0.671239385	1
TRINITY_DN14101_c2_g1	SMP_1	SMP_2	-0.30595534	5.248594007	0.645623725	1
TRINITY_DN14101_c2_g2	SMP_1	SMP_2	-0.110267895	4.689227572	0.875165011	1
TRINITY_DN14101_c2_g5	SMP_1	SMP_2	-0.152137394	5.501384626	0.819275172	1
TRINITY_DN14101_c2_g6	SMP_1	SMP_2	0.347263142	1.687887889	0.688962399	1
TRINITY_DN14102_c0_g1	SMP_1	SMP_2	1.809365086	3.476417372	0.010961639	0.177920489
TRINITY_DN14103_c0_g1	SMP_1	SMP_2	-1.037615295	3.605038882	0.128074146	0.813008588
TRINITY_DN14103_c1_g1	SMP_1	SMP_2	0.245815636	6.351337233	0.709846563	1
TRINITY_DN14104_c0_g1	SMP_1	SMP_2	-0.198896696	7.067038208	0.762488409	1
TRINITY_DN14105_c0_g1	SMP_1	SMP_2	-0.497518691	6.628404906	0.450210303	1
TRINITY_DN14105_c0_g2	SMP_1	SMP_2	-0.625298035	3.312094755	0.369991382	1
TRINITY_DN14106_c0_g1	SMP_1	SMP_2	0.78130586	2.672098687	0.278727351	1
TRINITY_DN14107_c0_g1	SMP_1	SMP_2	0.402496814	3.420784135	0.57242919	1
TRINITY_DN14107_c0_g2	SMP_1	SMP_2	0.362133741	4.817258634	0.591890859	1
TRINITY_DN14108_c0_g1	SMP_1	SMP_2	0.077383974	6.093861682	0.908857655	1
TRINITY_DN14108_c0_g2	SMP_1	SMP_2	0.203357185	3.310266727	0.774051796	1
TRINITY_DN14108_c0_g3	SMP_1	SMP_2	-0.25710475	0.877713094	0.802806557	1
TRINITY_DN14109_c1_g2	SMP_1	SMP_2	0.814511822	2.264249218	0.264169859	1
TRINITY_DN14109_c1_g4	SMP_1	SMP_2	3.098427151	0.687584011	0.002762764	0.06129948
TRINITY_DN14109_c2_g1	SMP_1	SMP_2	0.196076709	5.049310716	0.770507403	1
TRINITY_DN14110_c0_g1	SMP_1	SMP_2	0.075156095	5.27479496	0.912757606	1
TRINITY_DN14110_c0_g2	SMP_1	SMP_2	-0.377481843	4.735191807	0.575528739	1
TRINITY_DN14111_c0_g2	SMP_1	SMP_2	0.079846667	5.277210191	0.905992848	1
TRINITY_DN14112_c0_g1	SMP_1	SMP_2	-0.199264495	2.316820768	0.792819209	1
TRINITY_DN14112_c0_g2	SMP_1	SMP_2	-0.830968252	3.717622542	0.225260176	0.995096557
TRINITY_DN14112_c0_g3	SMP_1	SMP_2	-0.889082922	3.349111093	0.201419288	0.961412507
TRINITY_DN14112_c1_g1	SMP_1	SMP_2	-0.686192774	5.205770547	0.301975405	1
TRINITY_DN14113_c0_g2	SMP_1	SMP_2	0.358845737	4.777040932	0.590086106	1
TRINITY_DN14113_c0_g3	SMP_1	SMP_2	-0.754741445	0.112794381	0.494712234	1
TRINITY_DN14114_c0_g1	SMP_1	SMP_2	-0.377357521	5.549983291	0.570961757	1
TRINITY_DN14114_c1_g1	SMP_1	SMP_2	0.054819738	2.467325137	0.952621891	1
TRINITY_DN14114_c1_g2	SMP_1	SMP_2	6.86256591	-0.385754696	0.001408973	0.035479266
TRINITY_DN14115_c1_g1	SMP_1	SMP_2	-0.338399864	0.463971336	0.745261978	1
TRINITY_DN14115_c2_g1	SMP_1	SMP_2	0.909131946	0.160678659	0.426125121	1
TRINITY_DN14115_c2_g4	SMP_1	SMP_2	0.416396492	2.73617411	0.565976627	1
TRINITY_DN14116_c0_g1	SMP_1	SMP_2	-0.176188864	2.719990082	0.802501528	1
TRINITY_DN14116_c0_g3	SMP_1	SMP_2	-0.91475892	4.250821658	0.175759271	0.92328344
TRINITY_DN14116_c1_g1	SMP_1	SMP_2	0.127981764	5.172716587	0.851004918	1
TRINITY_DN14117_c0_g1	SMP_1	SMP_2	0.914410368	3.153649985	0.19107036	0.944072227
TRINITY_DN14118_c0_g1	SMP_1	SMP_2	0.025889006	4.099290189	0.976504623	1
TRINITY_DN14119_c0_g1	SMP_1	SMP_2	-0.612332668	3.915582877	0.363503297	1
TRINITY_DN14120_c0_g1	SMP_1	SMP_2	-0.305876708	4.348248547	0.648253255	1
TRINITY_DN14121_c0_g1	SMP_1	SMP_2	0.390341029	7.666919327	0.552149126	1
TRINITY_DN14122_c1_g1	SMP_1	SMP_2	2.665282053	-0.12790365	0.038199172	0.433384621
TRINITY_DN14122_c2_g1	SMP_1	SMP_2	1.464986241	0.517735887	0.127301043	0.813008588
TRINITY_DN14122_c3_g1	SMP_1	SMP_2	0.028482784	4.782643531	0.970596395	1
TRINITY_DN14122_c4_g1	SMP_1	SMP_2	0.747295325	4.6074409	0.268008732	1
TRINITY_DN14123_c0_g1	SMP_1	SMP_2	0.048335306	3.935547238	0.956177214	1
TRINITY_DN14123_c0_g2	SMP_1	SMP_2	0.005645673	1.723828482	1	1
TRINITY_DN14124_c1_g1	SMP_1	SMP_2	0.539342039	2.016925752	0.490486961	1
TRINITY_DN14125_c0_g1	SMP_1	SMP_2	-0.110731544	6.110283233	0.869084037	1
TRINITY_DN14126_c1_g1	SMP_1	SMP_2	-0.030727217	4.132339041	0.969423506	1
TRINITY_DN14126_c1_g2	SMP_1	SMP_2	0.171299357	6.42300922	0.795729782	1
TRINITY_DN14126_c1_g5	SMP_1	SMP_2	-0.113876704	4.455590542	0.865741661	1
TRINITY_DN14127_c0_g1	SMP_1	SMP_2	0.506915258	4.659842973	0.450899488	1
TRINITY_DN14128_c0_g1	SMP_1	SMP_2	-1.424377724	0.235485779	0.124578112	0.809504001
TRINITY_DN14128_c0_g2	SMP_1	SMP_2	-0.697358708	6.512505827	0.290920754	1
TRINITY_DN14128_c0_g4	SMP_1	SMP_2	0.473816766	0.220047349	0.701512771	1
TRINITY_DN14128_c0_g5	SMP_1	SMP_2	-0.360254482	5.567524887	0.588076999	1
TRINITY_DN14128_c0_g6	SMP_1	SMP_2	-0.581354439	3.250284699	0.397374022	1
TRINITY_DN14129_c3_g1	SMP_1	SMP_2	0.267377686	4.801982787	0.692718482	1
TRINITY_DN14129_c4_g1	SMP_1	SMP_2	0.245330468	5.159852945	0.714708945	1
TRINITY_DN14130_c0_g1	SMP_1	SMP_2	-0.066622021	3.410465845	0.93754001	1
TRINITY_DN14130_c0_g2	SMP_1	SMP_2	-0.199047533	1.702158765	0.804884286	1
TRINITY_DN14130_c0_g3	SMP_1	SMP_2	0.449542758	4.297652681	0.505711748	1
TRINITY_DN14131_c0_g1	SMP_1	SMP_2	0.115320635	4.403575684	0.866974188	1
TRINITY_DN14132_c0_g1	SMP_1	SMP_2	0.140395148	3.17161689	0.853203647	1
TRINITY_DN14133_c1_g1	SMP_1	SMP_2	0.085996247	3.029783693	0.919221657	1
TRINITY_DN14133_c1_g2	SMP_1	SMP_2	0.339428147	7.128579976	0.605698681	1
TRINITY_DN14134_c0_g1	SMP_1	SMP_2	0.50052684	6.853844511	0.447217551	1
TRINITY_DN14134_c0_g2	SMP_1	SMP_2	0.306399325	5.530110535	0.64510894	1
TRINITY_DN14135_c0_g1	SMP_1	SMP_2	0.33286083	7.83141885	0.611959512	1
TRINITY_DN14136_c0_g1	SMP_1	SMP_2	0.197817647	4.637665771	0.769880953	1
TRINITY_DN14137_c1_g1	SMP_1	SMP_2	-1.293076925	8.39832804	0.051738166	0.524024058
TRINITY_DN14137_c1_g2	SMP_1	SMP_2	-0.691148122	4.244974301	0.306391001	1
TRINITY_DN14137_c1_g3	SMP_1	SMP_2	-0.934026227	1.907842535	0.206639086	0.969855253
TRINITY_DN14137_c1_g4	SMP_1	SMP_2	0.115214268	0.919890172	1	1
TRINITY_DN14138_c0_g2	SMP_1	SMP_2	-0.467655586	9.225339311	0.475502812	1
TRINITY_DN14139_c0_g1	SMP_1	SMP_2	-0.186550967	5.889954088	0.778863309	1
TRINITY_DN14140_c0_g1	SMP_1	SMP_2	-0.364107079	3.23371069	0.606922405	1
TRINITY_DN14140_c1_g1	SMP_1	SMP_2	0.723923693	6.843973339	0.272664694	1
TRINITY_DN14140_c1_g3	SMP_1	SMP_2	0.19412232	4.844278779	0.772668417	1
