	sampleA	sampleB
GO:0030431	1.0	0.0
GO:0030433	2.0	0.0
GO:0030435	2.0	0.0
GO:0030436	1.0	0.0
GO:0030437	1.0	0.0
GO:0030447	1.0	0.0
GO:0030449	1.0	0.0
GO:0030488	2.0	0.0
GO:0030490	1.0	0.0
GO:0030496	3.0	1.0
GO:0030506	1.0	0.0
GO:0030507	4.0	1.0
GO:0030509	1.0	1.0
GO:0030510	3.0	0.0
GO:0030514	2.0	0.0
GO:0030516	1.0	0.0
GO:0030518	0.0	1.0
GO:0030520	0.0	1.0
GO:0030521	0.0	1.0
GO:0030522	2.0	1.0
GO:0030523	2.0	0.0
GO:0030529	79.0	6.0
GO:0030532	4.0	0.0
GO:0030534	8.0	1.0
GO:0030537	1.0	0.0
GO:0030540	3.0	0.0
GO:0030544	2.0	0.0
GO:0030554	166.0	28.0
GO:0030572	1.0	0.0
GO:0030618	1.0	0.0
GO:0030621	1.0	0.0
GO:0030641	2.0	2.0
GO:0030658	2.0	1.0
GO:0030659	6.0	4.0
GO:0030662	2.0	0.0
GO:0030666	2.0	1.0
GO:0030667	2.0	1.0
GO:0030670	2.0	1.0
GO:0030672	1.0	0.0
GO:0030674	5.0	1.0
GO:0030677	1.0	0.0
GO:0030678	1.0	0.0
GO:0030682	3.0	0.0
GO:0030683	1.0	0.0
GO:0030684	5.0	0.0
GO:0030686	2.0	0.0
GO:0030687	1.0	0.0
GO:0030695	3.0	0.0
GO:0030703	0.0	1.0
GO:0030705	2.0	0.0
GO:0030707	4.0	1.0
GO:0030708	1.0	0.0
GO:0030713	1.0	0.0
GO:0030716	2.0	0.0
GO:0030718	7.0	1.0
GO:0030720	2.0	0.0
GO:0030725	1.0	0.0
GO:0030727	1.0	0.0
GO:0030742	1.0	0.0
GO:0030799	2.0	0.0
GO:0030823	2.0	0.0
GO:0030832	2.0	1.0
GO:0030833	1.0	1.0
GO:0030834	1.0	0.0
GO:0030835	1.0	0.0
GO:0030837	1.0	0.0
GO:0030838	0.0	1.0
GO:0030855	2.0	2.0
GO:0030856	1.0	0.0
GO:0030863	1.0	0.0
GO:0030880	1.0	1.0
GO:0030891	1.0	0.0
GO:0030896	1.0	0.0
GO:0030898	3.0	2.0
GO:0030900	2.0	0.0
GO:0030903	1.0	0.0
GO:0030914	1.0	0.0
GO:0030950	1.0	0.0
GO:0030951	1.0	0.0
GO:0030952	2.0	0.0
GO:0030955	3.0	0.0
GO:0030956	2.0	0.0
GO:0030964	1.0	0.0
GO:0030968	1.0	0.0
GO:0030971	0.0	1.0
GO:0030984	1.0	0.0
GO:0030999	1.0	0.0
GO:0031011	1.0	0.0
GO:0031012	4.0	6.0
GO:0031016	1.0	0.0
GO:0031023	0.0	2.0
GO:0031032	21.0	2.0
GO:0031033	4.0	1.0
GO:0031034	4.0	1.0
GO:0031047	2.0	1.0
GO:0031050	1.0	1.0
GO:0031054	0.0	1.0
GO:0031056	1.0	0.0
GO:0031058	1.0	0.0
GO:0031060	1.0	0.0
GO:0031062	1.0	0.0
GO:0031072	3.0	0.0
GO:0031080	1.0	0.0
GO:0031088	0.0	1.0
GO:0031090	73.0	20.0
GO:0031098	1.0	1.0
GO:0031099	5.0	1.0
GO:0031100	2.0	0.0
GO:0031101	2.0	0.0
GO:0031102	1.0	0.0
GO:0031103	1.0	0.0
GO:0031110	1.0	0.0
GO:0031111	1.0	0.0
GO:0031114	1.0	0.0
GO:0031123	6.0	1.0
GO:0031124	1.0	0.0
GO:0031125	3.0	0.0
GO:0031126	1.0	0.0
GO:0031135	0.0	1.0
GO:0031137	0.0	1.0
GO:0031138	0.0	1.0
GO:0031145	2.0	0.0
GO:0031154	1.0	0.0
GO:0031155	0.0	1.0
GO:0031156	0.0	1.0
GO:0031163	2.0	0.0
GO:0031167	1.0	0.0
GO:0031175	2.0	0.0
GO:0031177	1.0	0.0
GO:0031201	1.0	0.0
GO:0031214	1.0	0.0
GO:0031224	146.0	38.0
GO:0031225	5.0	0.0
GO:0031226	21.0	5.0
GO:0031227	1.0	0.0
GO:0031233	1.0	0.0
GO:0031234	1.0	0.0
GO:0031248	3.0	0.0
GO:0031252	4.0	0.0
GO:0031253	5.0	0.0
GO:0031267	3.0	0.0
GO:0031297	1.0	0.0
GO:0031300	3.0	0.0
GO:0031301	3.0	0.0
GO:0031304	1.0	0.0
GO:0031305	1.0	0.0
GO:0031306	1.0	0.0
GO:0031307	1.0	0.0
GO:0031312	1.0	0.0
GO:0031314	1.0	0.0
GO:0031323	143.0	32.0
GO:0031324	47.0	4.0
GO:0031325	50.0	9.0
GO:0031326	94.0	23.0
GO:0031327	21.0	2.0
GO:0031328	28.0	4.0
GO:0031329	13.0	4.0
GO:0031330	4.0	0.0
GO:0031331	6.0	1.0
GO:0031332	1.0	1.0
GO:0031333	1.0	0.0
GO:0031334	2.0	1.0
GO:0031344	7.0	1.0
GO:0031345	1.0	0.0
GO:0031346	2.0	0.0
GO:0031347	8.0	5.0
GO:0031348	5.0	2.0
GO:0031349	2.0	1.0
GO:0031362	1.0	0.0
GO:0031369	4.0	0.0
GO:0031370	2.0	0.0
GO:0031379	0.0	1.0
GO:0031390	1.0	0.0
GO:0031396	3.0	1.0
GO:0031398	3.0	1.0
GO:0031399	20.0	5.0
GO:0031400	6.0	1.0
GO:0031401	10.0	4.0
GO:0031406	9.0	1.0
GO:0031407	1.0	0.0
GO:0031410	13.0	4.0
GO:0031418	1.0	0.0
GO:0031420	3.0	0.0
GO:0031424	1.0	0.0
GO:0031428	1.0	0.0
GO:0031430	4.0	0.0
GO:0031433	1.0	0.0
GO:0031436	1.0	0.0
GO:0031440	4.0	0.0
GO:0031441	4.0	0.0
GO:0031461	5.0	2.0
GO:0031463	2.0	1.0
GO:0031468	0.0	1.0
GO:0031490	2.0	0.0
GO:0031491	0.0	1.0
GO:0031497	1.0	0.0
GO:0031507	1.0	0.0
GO:0031513	0.0	1.0
GO:0031514	2.0	0.0
GO:0031515	1.0	0.0
GO:0031519	1.0	0.0
GO:0031526	3.0	0.0
GO:0031528	1.0	0.0
GO:0031532	2.0	0.0
GO:0031554	2.0	0.0
GO:0031555	2.0	0.0
GO:0031564	2.0	0.0
GO:0031570	2.0	0.0
GO:0031577	1.0	0.0
GO:0031581	1.0	1.0
GO:0031589	5.0	1.0
GO:0031593	2.0	2.0
GO:0031594	4.0	1.0
GO:0031618	1.0	0.0
GO:0031624	2.0	0.0
GO:0031625	10.0	0.0
GO:0031637	1.0	1.0
GO:0031638	1.0	6.0
GO:0031639	0.0	5.0
GO:0031644	1.0	0.0
GO:0031647	7.0	2.0
GO:0031648	1.0	0.0
GO:0031657	1.0	0.0
GO:0031659	1.0	0.0
GO:0031667	15.0	1.0
GO:0031668	12.0	1.0
GO:0031669	4.0	1.0
GO:0031670	2.0	0.0
GO:0031672	6.0	1.0
GO:0031673	1.0	0.0
GO:0031674	8.0	0.0
GO:0031681	1.0	0.0
GO:0031683	1.0	0.0
GO:0031690	1.0	0.0
GO:0031902	4.0	2.0
GO:0031904	2.0	1.0
GO:0031907	2.0	0.0
GO:0031915	1.0	0.0
GO:0031929	2.0	0.0
GO:0031932	1.0	0.0
GO:0031941	0.0	1.0
GO:0031943	2.0	0.0
GO:0031944	2.0	0.0
GO:0031946	2.0	0.0
GO:0031947	2.0	0.0
GO:0031952	1.0	0.0
GO:0031954	1.0	0.0
GO:0031957	1.0	0.0
GO:0031960	8.0	1.0
GO:0031965	6.0	1.0
GO:0031966	24.0	2.0
GO:0031967	7.0	1.0
GO:0031968	4.0	0.0
GO:0031969	2.0	0.0
GO:0031970	4.0	1.0
GO:0031974	21.0	3.0
GO:0031975	7.0	1.0
GO:0031982	22.0	8.0
GO:0031983	2.0	0.0
GO:0031984	2.0	0.0
GO:0031985	1.0	0.0
GO:0031988	19.0	8.0
GO:0032012	1.0	0.0
GO:0032024	1.0	0.0
GO:0032026	3.0	1.0
GO:0032039	1.0	0.0
GO:0032040	2.0	0.0
GO:0032045	1.0	0.0
GO:0032048	2.0	0.0
GO:0032049	2.0	0.0
GO:0032069	1.0	0.0
GO:0032075	1.0	0.0
GO:0032091	2.0	0.0
GO:0032094	1.0	0.0
GO:0032101	10.0	8.0
GO:0032102	4.0	5.0
GO:0032103	3.0	1.0
GO:0032104	0.0	2.0
GO:0032107	0.0	2.0
GO:0032147	2.0	1.0
GO:0032153	4.0	0.0
GO:0032154	1.0	1.0
GO:0032155	1.0	1.0
GO:0032182	5.0	3.0
GO:0032183	0.0	1.0
GO:0032184	0.0	1.0
GO:0032196	2.0	3.0
GO:0032200	2.0	0.0
GO:0032201	2.0	0.0
GO:0032204	2.0	0.0
GO:0032206	1.0	0.0
GO:0032210	1.0	0.0
GO:0032212	1.0	0.0
GO:0032222	1.0	0.0
GO:0032224	1.0	0.0
GO:0032225	1.0	0.0
GO:0032231	1.0	0.0
GO:0032252	1.0	0.0
GO:0032259	7.0	1.0
GO:0032262	1.0	1.0
GO:0032266	1.0	0.0
GO:0032268	57.0	9.0
GO:0032269	24.0	2.0
GO:0032270	22.0	4.0
GO:0032271	1.0	1.0
GO:0032272	1.0	0.0
GO:0032273	0.0	1.0
GO:0032292	1.0	0.0
GO:0032296	0.0	1.0
GO:0032309	2.0	0.0
GO:0032344	2.0	0.0
GO:0032345	2.0	0.0
GO:0032347	2.0	0.0
GO:0032348	2.0	0.0
GO:0032350	2.0	0.0
GO:0032351	2.0	0.0
GO:0032353	2.0	0.0
GO:0032386	6.0	2.0
GO:0032387	2.0	0.0
GO:0032388	4.0	1.0
GO:0032391	0.0	1.0
GO:0032403	17.0	4.0
GO:0032409	4.0	1.0
GO:0032410	3.0	1.0
GO:0032411	3.0	1.0
GO:0032412	4.0	1.0
GO:0032413	3.0	1.0
GO:0032414	3.0	1.0
GO:0032426	0.0	1.0
GO:0032432	2.0	0.0
GO:0032433	0.0	1.0
GO:0032434	2.0	1.0
GO:0032435	1.0	0.0
GO:0032436	1.0	1.0
GO:0032438	1.0	0.0
GO:0032446	15.0	5.0
GO:0032450	1.0	0.0
GO:0032459	1.0	0.0
GO:0032461	1.0	0.0
GO:0032465	1.0	0.0
GO:0032467	1.0	0.0
GO:0032469	1.0	3.0
GO:0032471	1.0	0.0
GO:0032479	1.0	0.0
GO:0032481	1.0	0.0
GO:0032496	1.0	0.0
GO:0032501	92.0	21.0
GO:0032502	153.0	37.0
GO:0032506	4.0	1.0
GO:0032507	8.0	1.0
GO:0032535	5.0	2.0
GO:0032543	2.0	1.0
GO:0032549	187.0	32.0
GO:0032550	187.0	32.0
GO:0032553	188.0	32.0
GO:0032555	187.0	32.0
GO:0032559	165.0	28.0
GO:0032561	24.0	4.0
GO:0032570	1.0	0.0
GO:0032580	1.0	2.0
GO:0032585	1.0	1.0
GO:0032588	1.0	0.0
GO:0032592	2.0	0.0
GO:0032593	1.0	0.0
GO:0032648	1.0	0.0
GO:0032649	1.0	0.0
GO:0032655	1.0	0.0
GO:0032675	1.0	0.0
GO:0032689	1.0	0.0
GO:0032695	1.0	0.0
GO:0032715	1.0	0.0
GO:0032728	1.0	0.0
GO:0032774	53.0	17.0
GO:0032781	2.0	1.0
GO:0032784	2.0	0.0
GO:0032786	2.0	0.0
GO:0032787	59.0	7.0
GO:0032790	1.0	0.0
GO:0032794	1.0	0.0
GO:0032838	2.0	0.0
GO:0032839	1.0	0.0
GO:0032843	2.0	0.0
GO:0032844	6.0	1.0
GO:0032846	2.0	0.0
GO:0032868	4.0	0.0
GO:0032869	4.0	0.0
GO:0032870	6.0	0.0
GO:0032872	8.0	0.0
GO:0032873	3.0	0.0
GO:0032874	1.0	0.0
GO:0032879	22.0	7.0
GO:0032880	11.0	3.0
GO:0032881	1.0	0.0
GO:0032886	1.0	1.0
GO:0032897	2.0	0.0
GO:0032908	0.0	1.0
GO:0032914	0.0	1.0
GO:0032922	0.0	1.0
GO:0032940	6.0	1.0
GO:0032943	2.0	0.0
GO:0032947	2.0	0.0
GO:0032956	9.0	2.0
GO:0032965	0.0	1.0
GO:0032967	0.0	1.0
GO:0032968	1.0	0.0
GO:0032970	9.0	2.0
GO:0032976	1.0	0.0
GO:0032982	12.0	1.0
GO:0032983	1.0	0.0
GO:0032984	4.0	0.0
GO:0032988	1.0	0.0
GO:0032989	18.0	4.0
GO:0032990	10.0	1.0
GO:0032991	236.0	30.0
GO:0032992	0.0	5.0
GO:0032993	4.0	2.0
GO:0032994	1.0	0.0
GO:0033011	2.0	0.0
GO:0033013	2.0	0.0
GO:0033014	1.0	0.0
GO:0033015	1.0	0.0
GO:0033017	4.0	0.0
GO:0033036	44.0	16.0
GO:0033043	25.0	5.0
GO:0033044	4.0	1.0
GO:0033057	2.0	0.0
GO:0033059	1.0	1.0
GO:0033081	1.0	0.0
GO:0033116	0.0	1.0
GO:0033119	3.0	0.0
GO:0033120	1.0	0.0
GO:0033130	1.0	0.0
GO:0033135	1.0	0.0
GO:0033137	1.0	0.0
GO:0033143	0.0	1.0
GO:0033151	0.0	1.0
GO:0033152	0.0	1.0
GO:0033157	4.0	2.0
GO:0033158	0.0	1.0
GO:0033162	1.0	0.0
GO:0033170	1.0	0.0
GO:0033176	1.0	1.0
GO:0033177	0.0	2.0
GO:0033178	2.0	0.0
GO:0033179	0.0	2.0
GO:0033180	1.0	0.0
GO:0033181	1.0	0.0
GO:0033194	0.0	1.0
GO:0033202	1.0	0.0
GO:0033206	1.0	1.0
GO:0033207	2.0	0.0
GO:0033211	1.0	0.0
GO:0033218	4.0	4.0
GO:0033227	1.0	0.0
GO:0033238	5.0	0.0
GO:0033239	1.0	0.0
GO:0033240	3.0	0.0
GO:0033267	6.0	2.0
GO:0033268	4.0	1.0
GO:0033270	2.0	0.0
GO:0033273	4.0	0.0
GO:0033275	1.0	0.0
GO:0033280	1.0	0.0
GO:0033293	1.0	1.0
GO:0033301	1.0	0.0
GO:0033313	1.0	0.0
GO:0033316	1.0	0.0
GO:0033365	12.0	4.0
GO:0033500	5.0	0.0
GO:0033512	1.0	0.0
GO:0033539	1.0	0.0
GO:0033540	1.0	0.0
GO:0033549	2.0	1.0
GO:0033554	51.0	7.0
GO:0033555	1.0	0.0
GO:0033559	4.0	2.0
GO:0033572	0.0	1.0
GO:0033574	2.0	0.0
GO:0033599	1.0	1.0
GO:0033613	2.0	0.0
GO:0033619	1.0	1.0
GO:0033627	2.0	0.0
GO:0033628	0.0	1.0
GO:0033643	1.0	1.0
GO:0033644	1.0	1.0
GO:0033646	1.0	0.0
GO:0033655	1.0	0.0
GO:0033673	5.0	1.0
GO:0033674	4.0	1.0
GO:0033683	1.0	0.0
GO:0033692	6.0	0.0
GO:0033743	2.0	0.0
GO:0033764	3.0	0.0
GO:0033817	1.0	0.0
GO:0033833	1.0	0.0
GO:0033845	1.0	0.0
GO:0033859	1.0	0.0
GO:0033865	9.0	0.0
GO:0033866	8.0	0.0
GO:0033875	9.0	0.0
GO:0033967	1.0	0.0
GO:0033993	15.0	1.0
GO:0034030	8.0	0.0
GO:0034032	9.0	0.0
GO:0034033	8.0	0.0
GO:0034035	2.0	0.0
GO:0034036	1.0	0.0
GO:0034038	1.0	0.0
GO:0034045	1.0	0.0
GO:0034061	12.0	3.0
GO:0034062	3.0	1.0
GO:0034066	1.0	0.0
GO:0034067	0.0	1.0
GO:0034097	3.0	3.0
GO:0034101	1.0	0.0
GO:0034103	1.0	0.0
GO:0034105	1.0	0.0
GO:0034109	1.0	0.0
GO:0034110	7.0	1.0
GO:0034111	2.0	0.0
GO:0034112	3.0	1.0
GO:0034220	13.0	2.0
GO:0034235	1.0	0.0
GO:0034243	1.0	0.0
GO:0034248	2.0	0.0
GO:0034250	1.0	0.0
GO:0034257	1.0	0.0
GO:0034258	1.0	0.0
GO:0034284	2.0	0.0
GO:0034285	3.0	0.0
GO:0034293	1.0	0.0
GO:0034308	1.0	0.0
GO:0034309	1.0	0.0
GO:0034314	0.0	1.0
GO:0034329	3.0	1.0
GO:0034330	3.0	1.0
GO:0034340	1.0	0.0
GO:0034358	1.0	0.0
GO:0034362	1.0	0.0
GO:0034391	1.0	0.0
GO:0034393	1.0	0.0
GO:0034394	1.0	2.0
GO:0034397	1.0	0.0
GO:0034398	1.0	0.0
GO:0034399	1.0	0.0
GO:0034418	1.0	0.0
GO:0034440	7.0	0.0
GO:0034446	2.0	0.0
GO:0034453	2.0	0.0
GO:0034454	1.0	0.0
GO:0034470	19.0	2.0
GO:0034497	1.0	0.0
GO:0034501	1.0	0.0
GO:0034502	2.0	0.0
GO:0034504	2.0	1.0
GO:0034518	0.0	1.0
GO:0034599	2.0	0.0
GO:0034612	0.0	1.0
GO:0034613	23.0	9.0
GO:0034614	1.0	0.0
GO:0034622	39.0	3.0
GO:0034637	9.0	0.0
GO:0034641	222.0	44.0
GO:0034644	3.0	1.0
GO:0034645	140.0	22.0
GO:0034654	89.0	20.0
GO:0034655	15.0	2.0
GO:0034660	33.0	4.0
GO:0034661	3.0	1.0
GO:0034694	2.0	0.0
GO:0034695	2.0	0.0
GO:0034702	2.0	1.0
GO:0034707	1.0	0.0
GO:0034708	5.0	0.0
GO:0034723	2.0	0.0
GO:0034724	2.0	0.0
GO:0034728	7.0	0.0
GO:0034754	5.0	0.0
GO:0034762	5.0	2.0
GO:0034763	3.0	1.0
GO:0034764	3.0	1.0
GO:0034765	5.0	2.0
GO:0034766	3.0	1.0
GO:0034767	3.0	1.0
GO:0034774	2.0	0.0
GO:0034776	1.0	0.0
GO:0034963	1.0	0.0
GO:0034968	3.0	0.0
GO:0034976	5.0	0.0
GO:0034982	1.0	0.0
GO:0034993	1.0	0.0
GO:0035001	1.0	0.0
GO:0035002	1.0	0.0
GO:0035003	1.0	0.0
GO:0035019	1.0	0.0
GO:0035023	3.0	0.0
GO:0035038	2.0	0.0
GO:0035039	2.0	0.0
GO:0035051	3.0	0.0
GO:0035059	1.0	0.0
GO:0035062	1.0	0.0
GO:0035064	3.0	0.0
GO:0035068	1.0	0.0
GO:0035071	1.0	0.0
GO:0035075	1.0	0.0
GO:0035082	1.0	0.0
GO:0035091	5.0	1.0
GO:0035092	0.0	1.0
GO:0035095	3.0	0.0
GO:0035097	4.0	0.0
GO:0035098	1.0	0.0
GO:0035099	1.0	0.0
GO:0035107	6.0	1.0
GO:0035112	1.0	0.0
GO:0035114	4.0	1.0
GO:0035120	4.0	1.0
GO:0035126	1.0	0.0
GO:0035145	1.0	0.0
GO:0035148	3.0	0.0
GO:0035150	3.0	1.0
GO:0035151	1.0	0.0
GO:0035152	3.0	0.0
GO:0035155	1.0	0.0
GO:0035157	1.0	0.0
GO:0035158	1.0	0.0
GO:0035159	1.0	0.0
GO:0035160	1.0	0.0
GO:0035161	1.0	0.0
GO:0035162	3.0	0.0
GO:0035166	1.0	0.0
GO:0035167	1.0	0.0
GO:0035176	2.0	0.0
GO:0035182	1.0	0.0
GO:0035183	1.0	0.0
GO:0035186	1.0	0.0
GO:0035193	1.0	0.0
GO:0035194	1.0	1.0
GO:0035198	2.0	0.0
GO:0035203	2.0	0.0
GO:0035204	2.0	0.0
GO:0035206	9.0	0.0
GO:0035212	1.0	0.0
GO:0035214	1.0	0.0
GO:0035215	1.0	0.0
GO:0035218	1.0	0.0
GO:0035220	2.0	1.0
GO:0035221	1.0	0.0
GO:0035222	2.0	0.0
GO:0035224	1.0	0.0
GO:0035225	0.0	1.0
GO:0035234	1.0	0.0
GO:0035239	10.0	2.0
GO:0035249	1.0	0.0
GO:0035251	3.0	0.0
GO:0035252	0.0	1.0
GO:0035257	3.0	1.0
GO:0035258	3.0	1.0
GO:0035262	0.0	1.0
GO:0035264	1.0	1.0
GO:0035267	1.0	0.0
GO:0035268	1.0	0.0
GO:0035269	1.0	0.0
GO:0035282	4.0	0.0
GO:0035285	1.0	0.0
GO:0035290	1.0	0.0
GO:0035295	8.0	1.0
GO:0035296	1.0	0.0
GO:0035303	5.0	0.0
GO:0035304	2.0	0.0
GO:0035305	3.0	0.0
GO:0035306	2.0	0.0
GO:0035307	2.0	0.0
GO:0035312	1.0	0.0
GO:0035324	1.0	0.0
GO:0035326	4.0	0.0
GO:0035330	1.0	0.0
GO:0035332	1.0	0.0
GO:0035335	2.0	0.0
GO:0035337	3.0	0.0
GO:0035371	1.0	0.0
GO:0035383	6.0	0.0
GO:0035384	4.0	0.0
GO:0035459	1.0	0.0
GO:0035462	1.0	0.0
GO:0035500	0.0	1.0
GO:0035520	1.0	0.0
GO:0035545	1.0	0.0
GO:0035556	17.0	14.0
GO:0035561	1.0	0.0
GO:0035577	0.0	1.0
GO:0035578	1.0	0.0
GO:0035601	3.0	1.0
GO:0035615	1.0	0.0
GO:0035631	2.0	0.0
GO:0035638	0.0	1.0
GO:0035639	186.0	32.0
GO:0035646	2.0	1.0
GO:0035650	1.0	0.0
GO:0035651	1.0	0.0
GO:0035690	4.0	0.0
GO:0035737	0.0	1.0
GO:0035738	0.0	1.0
GO:0035770	12.0	1.0
GO:0035775	1.0	0.0
GO:0035795	1.0	0.0
GO:0035821	6.0	0.0
GO:0035861	1.0	0.0
GO:0035904	2.0	0.0
GO:0035947	1.0	0.0
GO:0035948	1.0	0.0
GO:0035966	4.0	1.0
GO:0035967	1.0	0.0
GO:0035994	1.0	0.0
GO:0035995	1.0	0.0
GO:0035999	1.0	0.0
GO:0036002	0.0	1.0
GO:0036009	1.0	0.0
GO:0036011	1.0	0.0
GO:0036041	0.0	1.0
GO:0036056	1.0	0.0
GO:0036057	1.0	0.0
GO:0036063	0.0	1.0
GO:0036064	1.0	1.0
GO:0036075	3.0	0.0
GO:0036094	222.0	34.0
GO:0036099	1.0	0.0
GO:0036119	1.0	0.0
GO:0036120	1.0	0.0
GO:0036126	2.0	0.0
GO:0036211	65.0	21.0
GO:0036213	0.0	1.0
GO:0036230	3.0	1.0
GO:0036260	1.0	1.0
GO:0036261	1.0	0.0
GO:0036265	0.0	1.0
GO:0036267	1.0	0.0
GO:0036289	1.0	0.0
GO:0036293	5.0	1.0
GO:0036294	3.0	0.0
GO:0036295	0.0	1.0
GO:0036296	0.0	1.0
GO:0036297	1.0	0.0
GO:0036309	3.0	0.0
GO:0036314	1.0	0.0
GO:0036342	1.0	0.0
GO:0036361	1.0	0.0
GO:0036374	0.0	1.0
GO:0036379	8.0	0.0
GO:0036440	1.0	0.0
GO:0036442	3.0	2.0
GO:0036445	0.0	1.0
GO:0036452	0.0	1.0
GO:0036459	2.0	1.0
GO:0036461	1.0	0.0
GO:0036464	12.0	1.0
GO:0036465	0.0	1.0
GO:0036503	1.0	0.0
GO:0038004	0.0	1.0
GO:0038023	9.0	5.0
GO:0038024	1.0	0.0
GO:0038034	1.0	0.0
GO:0038127	1.0	1.0
GO:0038179	1.0	0.0
GO:0038180	1.0	0.0
GO:0038201	1.0	0.0
GO:0038203	1.0	0.0
GO:0039502	1.0	0.0
GO:0039503	1.0	0.0
GO:0039506	1.0	0.0
GO:0039507	1.0	0.0
GO:0039519	1.0	0.0
GO:0039520	1.0	0.0
GO:0039531	2.0	1.0
GO:0039532	2.0	1.0
GO:0039533	1.0	0.0
GO:0039534	1.0	0.0
GO:0039535	2.0	0.0
GO:0039536	2.0	0.0
GO:0039548	1.0	0.0
GO:0039552	1.0	0.0
GO:0039579	1.0	0.0
GO:0039595	1.0	0.0
GO:0039604	2.0	0.0
GO:0039648	1.0	0.0
GO:0039653	1.0	0.0
GO:0039656	3.0	0.0
GO:0039657	3.0	0.0
GO:0039660	1.0	0.0
GO:0039694	0.0	1.0
GO:0039703	0.0	1.0
GO:0040001	1.0	0.0
GO:0040003	0.0	6.0
GO:0040007	10.0	4.0
GO:0040008	15.0	1.0
GO:0040011	29.0	7.0
GO:0040012	10.0	1.0
GO:0040013	5.0	0.0
GO:0040014	1.0	0.0
GO:0040017	5.0	1.0
GO:0040018	1.0	0.0
GO:0040019	0.0	2.0
GO:0040020	3.0	1.0
GO:0040023	1.0	0.0
GO:0040028	2.0	0.0
GO:0040029	3.0	2.0
GO:0040034	3.0	1.0
GO:0042023	1.0	0.0
GO:0042026	7.0	2.0
GO:0042035	1.0	0.0
GO:0042036	1.0	0.0
GO:0042044	1.0	0.0
GO:0042045	1.0	0.0
GO:0042048	1.0	1.0
GO:0042051	1.0	1.0
GO:0042054	5.0	0.0
GO:0042058	0.0	1.0
GO:0042062	1.0	0.0
GO:0042067	1.0	0.0
GO:0042078	2.0	0.0
GO:0042098	1.0	0.0
GO:0042100	1.0	0.0
GO:0042110	1.0	0.0
GO:0042113	1.0	0.0
GO:0042119	3.0	1.0
GO:0042126	1.0	0.0
GO:0042127	30.0	6.0
GO:0042128	1.0	0.0
GO:0042147	2.0	0.0
GO:0042149	1.0	0.0
GO:0042151	0.0	2.0
GO:0042157	11.0	1.0
GO:0042158	3.0	0.0
GO:0042159	1.0	1.0
GO:0042162	2.0	0.0
GO:0042169	1.0	0.0
GO:0042170	2.0	0.0
GO:0042176	5.0	2.0
GO:0042177	2.0	0.0
GO:0042178	0.0	1.0
GO:0042180	6.0	1.0
GO:0042181	6.0	0.0
GO:0042183	1.0	0.0
GO:0042207	0.0	1.0
GO:0042219	6.0	1.0
GO:0042221	56.0	11.0
GO:0042246	4.0	1.0
GO:0042254	1.0	0.0
GO:0042255	3.0	0.0
GO:0042256	1.0	0.0
GO:0042273	5.0	0.0
GO:0042276	1.0	0.0
GO:0042277	1.0	4.0
GO:0042278	21.0	1.0
GO:0042285	0.0	1.0
GO:0042302	2.0	24.0
GO:0042306	0.0	1.0
GO:0042311	0.0	1.0
GO:0042325	24.0	4.0
GO:0042326	10.0	1.0
GO:0042327	4.0	3.0
GO:0042330	2.0	0.0
GO:0042331	1.0	0.0
GO:0042335	0.0	6.0
GO:0042364	5.0	0.0
GO:0042365	1.0	0.0
GO:0042381	2.0	0.0
GO:0042383	5.0	2.0
GO:0042389	3.0	0.0
GO:0042391	7.0	2.0
GO:0042393	9.0	0.0
GO:0042398	2.0	1.0
GO:0042401	1.0	0.0
GO:0042402	1.0	1.0
GO:0042405	1.0	0.0
GO:0042430	0.0	1.0
GO:0042436	0.0	1.0
GO:0042439	1.0	0.0
GO:0042440	1.0	0.0
GO:0042445	5.0	1.0
GO:0042446	4.0	0.0
GO:0042451	16.0	1.0
GO:0042454	3.0	0.0
GO:0042455	23.0	2.0
GO:0042461	1.0	1.0
GO:0042462	1.0	1.0
GO:0042470	3.0	1.0
GO:0042475	1.0	0.0
GO:0042476	1.0	0.0
GO:0042478	2.0	0.0
GO:0042493	7.0	0.0
GO:0042537	2.0	2.0
GO:0042538	1.0	0.0
GO:0042542	2.0	1.0
GO:0042551	3.0	0.0
GO:0042552	2.0	0.0
GO:0042555	1.0	0.0
GO:0042558	3.0	0.0
GO:0042560	1.0	0.0
GO:0042562	3.0	0.0
GO:0042573	1.0	0.0
GO:0042575	3.0	0.0
GO:0042578	10.0	4.0
GO:0042579	7.0	0.0
GO:0042586	2.0	0.0
GO:0042589	1.0	0.0
GO:0042592	33.0	10.0
GO:0042593	5.0	0.0
GO:0042594	4.0	1.0
GO:0042596	1.0	0.0
GO:0042597	5.0	1.0
GO:0042600	1.0	0.0
GO:0042623	32.0	6.0
GO:0042625	9.0	2.0
GO:0042626	9.0	2.0
GO:0042641	2.0	0.0
GO:0042642	1.0	0.0
GO:0042645	2.0	1.0
GO:0042659	2.0	0.0
GO:0042663	1.0	0.0
GO:0042676	1.0	0.0
GO:0042689	1.0	1.0
GO:0042691	1.0	1.0
GO:0042692	7.0	3.0
GO:0042698	1.0	0.0
GO:0042706	3.0	0.0
GO:0042709	3.0	0.0
GO:0042726	2.0	0.0
GO:0042727	2.0	0.0
GO:0042730	0.0	3.0
GO:0042734	2.0	0.0
GO:0042742	3.0	1.0
GO:0042743	5.0	2.0
