	sampleA	sampleB
GO:0006273	3.0	0.0
GO:0006275	8.0	0.0
GO:0006281	30.0	3.0
GO:0006282	3.0	0.0
GO:0006283	1.0	0.0
GO:0006284	3.0	1.0
GO:0006287	0.0	1.0
GO:0006289	5.0	0.0
GO:0006293	1.0	0.0
GO:0006294	1.0	0.0
GO:0006296	1.0	0.0
GO:0006297	1.0	0.0
GO:0006298	1.0	0.0
GO:0006301	1.0	0.0
GO:0006302	6.0	0.0
GO:0006303	5.0	0.0
GO:0006308	4.0	1.0
GO:0006309	0.0	1.0
GO:0006310	14.0	6.0
GO:0006313	2.0	3.0
GO:0006323	17.0	3.0
GO:0006325	19.0	2.0
GO:0006333	4.0	0.0
GO:0006334	7.0	0.0
GO:0006335	2.0	0.0
GO:0006336	2.0	0.0
GO:0006338	4.0	0.0
GO:0006342	1.0	0.0
GO:0006351	44.0	17.0
GO:0006352	3.0	0.0
GO:0006353	4.0	0.0
GO:0006355	65.0	19.0
GO:0006357	25.0	4.0
GO:0006359	1.0	0.0
GO:0006360	1.0	0.0
GO:0006364	13.0	0.0
GO:0006366	3.0	1.0
GO:0006367	1.0	0.0
GO:0006370	0.0	1.0
GO:0006376	3.0	0.0
GO:0006383	1.0	1.0
GO:0006388	1.0	0.0
GO:0006396	30.0	7.0
GO:0006397	19.0	6.0
GO:0006399	20.0	3.0
GO:0006400	3.0	0.0
GO:0006401	10.0	2.0
GO:0006402	6.0	1.0
GO:0006403	1.0	0.0
GO:0006405	7.0	0.0
GO:0006406	5.0	0.0
GO:0006407	2.0	0.0
GO:0006412	61.0	2.0
GO:0006413	6.0	0.0
GO:0006414	2.0	0.0
GO:0006415	3.0	0.0
GO:0006417	23.0	3.0
GO:0006418	11.0	2.0
GO:0006425	0.0	2.0
GO:0006429	1.0	0.0
GO:0006430	3.0	0.0
GO:0006437	2.0	0.0
GO:0006438	4.0	0.0
GO:0006446	2.0	0.0
GO:0006448	2.0	0.0
GO:0006449	1.0	0.0
GO:0006450	1.0	0.0
GO:0006457	26.0	7.0
GO:0006458	5.0	0.0
GO:0006461	33.0	5.0
GO:0006464	65.0	21.0
GO:0006465	1.0	0.0
GO:0006468	20.0	6.0
GO:0006469	5.0	1.0
GO:0006470	4.0	2.0
GO:0006473	4.0	0.0
GO:0006475	4.0	0.0
GO:0006476	2.0	0.0
GO:0006479	5.0	0.0
GO:0006486	5.0	3.0
GO:0006493	2.0	1.0
GO:0006497	2.0	1.0
GO:0006505	1.0	0.0
GO:0006506	1.0	0.0
GO:0006508	40.0	26.0
GO:0006509	1.0	1.0
GO:0006511	14.0	5.0
GO:0006513	0.0	2.0
GO:0006515	1.0	0.0
GO:0006518	4.0	6.0
GO:0006520	41.0	5.0
GO:0006521	4.0	0.0
GO:0006522	1.0	0.0
GO:0006524	1.0	0.0
GO:0006525	5.0	0.0
GO:0006526	4.0	0.0
GO:0006534	2.0	0.0
GO:0006535	2.0	0.0
GO:0006536	4.0	1.0
GO:0006537	1.0	0.0
GO:0006538	1.0	0.0
GO:0006541	5.0	0.0
GO:0006542	1.0	0.0
GO:0006544	4.0	0.0
GO:0006545	1.0	0.0
GO:0006546	2.0	0.0
GO:0006551	3.0	0.0
GO:0006552	3.0	0.0
GO:0006553	5.0	0.0
GO:0006554	1.0	0.0
GO:0006555	0.0	1.0
GO:0006556	1.0	0.0
GO:0006558	1.0	0.0
GO:0006559	1.0	0.0
GO:0006560	2.0	0.0
GO:0006561	1.0	0.0
GO:0006562	1.0	0.0
GO:0006563	3.0	0.0
GO:0006564	1.0	0.0
GO:0006566	1.0	0.0
GO:0006568	0.0	1.0
GO:0006569	0.0	1.0
GO:0006570	1.0	0.0
GO:0006572	1.0	0.0
GO:0006575	13.0	4.0
GO:0006576	3.0	1.0
GO:0006577	1.0	1.0
GO:0006578	1.0	0.0
GO:0006579	0.0	1.0
GO:0006584	1.0	0.0
GO:0006586	0.0	1.0
GO:0006595	2.0	0.0
GO:0006596	1.0	0.0
GO:0006598	1.0	0.0
GO:0006605	4.0	2.0
GO:0006606	2.0	0.0
GO:0006612	1.0	0.0
GO:0006620	1.0	0.0
GO:0006623	1.0	1.0
GO:0006625	1.0	1.0
GO:0006627	1.0	0.0
GO:0006629	57.0	7.0
GO:0006631	25.0	3.0
GO:0006633	14.0	2.0
GO:0006635	5.0	0.0
GO:0006636	3.0	2.0
GO:0006637	6.0	0.0
GO:0006638	1.0	1.0
GO:0006639	1.0	1.0
GO:0006641	1.0	1.0
GO:0006643	7.0	0.0
GO:0006644	12.0	3.0
GO:0006646	1.0	0.0
GO:0006650	4.0	2.0
GO:0006654	0.0	1.0
GO:0006655	2.0	0.0
GO:0006661	1.0	0.0
GO:0006662	1.0	0.0
GO:0006664	6.0	0.0
GO:0006665	4.0	0.0
GO:0006672	3.0	0.0
GO:0006677	2.0	0.0
GO:0006678	2.0	0.0
GO:0006680	2.0	0.0
GO:0006684	1.0	0.0
GO:0006685	1.0	0.0
GO:0006687	3.0	0.0
GO:0006690	1.0	2.0
GO:0006691	1.0	0.0
GO:0006692	0.0	2.0
GO:0006693	0.0	2.0
GO:0006694	4.0	0.0
GO:0006697	2.0	0.0
GO:0006703	2.0	0.0
GO:0006720	3.0	0.0
GO:0006721	2.0	0.0
GO:0006725	211.0	38.0
GO:0006730	5.0	0.0
GO:0006732	20.0	0.0
GO:0006733	4.0	0.0
GO:0006739	1.0	0.0
GO:0006741	1.0	0.0
GO:0006743	3.0	0.0
GO:0006744	3.0	0.0
GO:0006749	3.0	3.0
GO:0006750	0.0	1.0
GO:0006751	0.0	1.0
GO:0006753	34.0	3.0
GO:0006754	5.0	1.0
GO:0006760	3.0	0.0
GO:0006766	10.0	0.0
GO:0006767	8.0	0.0
GO:0006768	2.0	0.0
GO:0006771	2.0	0.0
GO:0006778	2.0	0.0
GO:0006779	1.0	0.0
GO:0006782	1.0	0.0
GO:0006787	1.0	0.0
GO:0006790	22.0	4.0
GO:0006793	79.0	17.0
GO:0006796	76.0	17.0
GO:0006801	3.0	0.0
GO:0006805	3.0	1.0
GO:0006807	250.0	49.0
GO:0006808	1.0	0.0
GO:0006810	120.0	28.0
GO:0006811	36.0	10.0
GO:0006812	23.0	7.0
GO:0006813	1.0	1.0
GO:0006814	8.0	3.0
GO:0006816	2.0	0.0
GO:0006818	5.0	2.0
GO:0006820	14.0	2.0
GO:0006821	4.0	1.0
GO:0006826	1.0	2.0
GO:0006835	2.0	0.0
GO:0006836	1.0	0.0
GO:0006839	6.0	0.0
GO:0006855	3.0	0.0
GO:0006865	5.0	0.0
GO:0006869	15.0	2.0
GO:0006873	6.0	7.0
GO:0006874	3.0	4.0
GO:0006875	4.0	7.0
GO:0006878	0.0	1.0
GO:0006879	1.0	3.0
GO:0006885	5.0	2.0
GO:0006886	15.0	2.0
GO:0006887	5.0	1.0
GO:0006888	4.0	2.0
GO:0006890	1.0	0.0
GO:0006891	1.0	1.0
GO:0006892	4.0	0.0
GO:0006893	3.0	0.0
GO:0006896	1.0	0.0
GO:0006897	11.0	2.0
GO:0006898	4.0	0.0
GO:0006900	1.0	0.0
GO:0006901	1.0	2.0
GO:0006903	1.0	0.0
GO:0006904	1.0	0.0
GO:0006906	1.0	1.0
GO:0006909	1.0	0.0
GO:0006913	9.0	0.0
GO:0006914	2.0	1.0
GO:0006915	14.0	4.0
GO:0006919	1.0	0.0
GO:0006928	31.0	8.0
GO:0006930	1.0	0.0
GO:0006935	1.0	0.0
GO:0006936	6.0	2.0
GO:0006937	4.0	0.0
GO:0006941	1.0	0.0
GO:0006942	3.0	0.0
GO:0006949	13.0	0.0
GO:0006950	104.0	22.0
GO:0006952	18.0	8.0
GO:0006953	2.0	0.0
GO:0006954	3.0	3.0
GO:0006955	13.0	6.0
GO:0006956	2.0	0.0
GO:0006958	2.0	0.0
GO:0006959	6.0	1.0
GO:0006970	6.0	1.0
GO:0006972	2.0	1.0
GO:0006974	37.0	5.0
GO:0006979	18.0	3.0
GO:0006984	1.0	0.0
GO:0006986	3.0	1.0
GO:0006987	1.0	0.0
GO:0006996	97.0	20.0
GO:0006997	10.0	3.0
GO:0006998	0.0	1.0
GO:0006999	2.0	0.0
GO:0007000	1.0	0.0
GO:0007005	11.0	1.0
GO:0007006	3.0	0.0
GO:0007009	7.0	2.0
GO:0007010	35.0	6.0
GO:0007015	10.0	3.0
GO:0007016	3.0	0.0
GO:0007017	10.0	5.0
GO:0007018	5.0	1.0
GO:0007020	0.0	1.0
GO:0007026	1.0	0.0
GO:0007029	1.0	1.0
GO:0007030	2.0	4.0
GO:0007031	1.0	1.0
GO:0007032	0.0	1.0
GO:0007033	1.0	1.0
GO:0007034	2.0	2.0
GO:0007035	0.0	2.0
GO:0007040	1.0	0.0
GO:0007041	1.0	0.0
GO:0007043	2.0	0.0
GO:0007044	1.0	1.0
GO:0007049	38.0	2.0
GO:0007050	3.0	0.0
GO:0007051	1.0	3.0
GO:0007052	1.0	0.0
GO:0007059	5.0	1.0
GO:0007060	0.0	1.0
GO:0007062	16.0	0.0
GO:0007064	1.0	0.0
GO:0007076	9.0	0.0
GO:0007088	3.0	0.0
GO:0007093	2.0	0.0
GO:0007096	1.0	0.0
GO:0007097	1.0	0.0
GO:0007099	0.0	1.0
GO:0007110	0.0	1.0
GO:0007111	0.0	1.0
GO:0007112	1.0	1.0
GO:0007124	1.0	0.0
GO:0007126	5.0	1.0
GO:0007135	1.0	0.0
GO:0007140	4.0	1.0
GO:0007143	2.0	0.0
GO:0007147	1.0	0.0
GO:0007154	18.0	3.0
GO:0007155	11.0	2.0
GO:0007157	1.0	0.0
GO:0007159	1.0	0.0
GO:0007160	3.0	1.0
GO:0007162	2.0	0.0
GO:0007163	5.0	0.0
GO:0007164	1.0	0.0
GO:0007165	63.0	24.0
GO:0007166	36.0	9.0
GO:0007167	6.0	3.0
GO:0007169	5.0	2.0
GO:0007173	1.0	1.0
GO:0007178	1.0	1.0
GO:0007179	1.0	0.0
GO:0007186	6.0	2.0
GO:0007187	1.0	0.0
GO:0007188	1.0	0.0
GO:0007189	1.0	0.0
GO:0007214	1.0	0.0
GO:0007215	1.0	0.0
GO:0007218	2.0	2.0
GO:0007219	2.0	0.0
GO:0007224	1.0	0.0
GO:0007229	4.0	0.0
GO:0007231	1.0	0.0
GO:0007249	1.0	0.0
GO:0007257	1.0	0.0
GO:0007264	1.0	0.0
GO:0007265	1.0	0.0
GO:0007266	1.0	0.0
GO:0007267	6.0	2.0
GO:0007268	5.0	1.0
GO:0007270	1.0	0.0
GO:0007271	1.0	0.0
GO:0007272	6.0	1.0
GO:0007274	1.0	0.0
GO:0007275	23.0	3.0
GO:0007276	20.0	2.0
GO:0007279	1.0	0.0
GO:0007281	10.0	1.0
GO:0007282	3.0	0.0
GO:0007283	13.0	1.0
GO:0007284	2.0	1.0
GO:0007288	1.0	0.0
GO:0007289	3.0	1.0
GO:0007290	1.0	0.0
GO:0007291	1.0	1.0
GO:0007292	8.0	1.0
GO:0007293	1.0	0.0
GO:0007294	2.0	0.0
GO:0007297	9.0	1.0
GO:0007298	8.0	1.0
GO:0007301	1.0	0.0
GO:0007303	1.0	0.0
GO:0007304	0.0	1.0
GO:0007306	1.0	1.0
GO:0007308	1.0	0.0
GO:0007309	3.0	0.0
GO:0007310	1.0	0.0
GO:0007314	2.0	0.0
GO:0007316	1.0	0.0
GO:0007343	2.0	0.0
GO:0007346	19.0	3.0
GO:0007349	2.0	1.0
GO:0007350	1.0	0.0
GO:0007368	1.0	0.0
GO:0007369	1.0	1.0
GO:0007377	2.0	0.0
GO:0007379	1.0	0.0
GO:0007389	10.0	2.0
GO:0007391	6.0	0.0
GO:0007398	2.0	0.0
GO:0007399	4.0	1.0
GO:0007409	5.0	0.0
GO:0007411	12.0	1.0
GO:0007413	1.0	0.0
GO:0007416	3.0	0.0
GO:0007417	4.0	0.0
GO:0007419	4.0	1.0
GO:0007420	3.0	0.0
GO:0007421	0.0	1.0
GO:0007422	3.0	1.0
GO:0007423	8.0	0.0
GO:0007424	3.0	1.0
GO:0007426	1.0	0.0
GO:0007427	4.0	1.0
GO:0007430	2.0	0.0
GO:0007431	1.0	0.0
GO:0007435	1.0	1.0
GO:0007438	0.0	1.0
GO:0007442	1.0	0.0
GO:0007443	1.0	0.0
GO:0007444	3.0	1.0
GO:0007445	0.0	1.0
GO:0007447	3.0	0.0
GO:0007448	2.0	0.0
GO:0007450	1.0	0.0
GO:0007451	1.0	0.0
GO:0007458	1.0	0.0
GO:0007460	1.0	0.0
GO:0007464	2.0	0.0
GO:0007474	1.0	0.0
GO:0007475	2.0	1.0
GO:0007476	4.0	1.0
GO:0007480	2.0	0.0
GO:0007487	1.0	0.0
GO:0007488	1.0	1.0
GO:0007494	4.0	0.0
GO:0007498	12.0	2.0
GO:0007507	8.0	0.0
GO:0007508	1.0	0.0
GO:0007517	14.0	2.0
GO:0007519	7.0	0.0
GO:0007520	13.0	0.0
GO:0007521	0.0	1.0
GO:0007522	7.0	0.0
GO:0007525	17.0	2.0
GO:0007526	1.0	0.0
GO:0007527	6.0	1.0
GO:0007528	6.0	1.0
GO:0007530	3.0	0.0
GO:0007538	2.0	0.0
GO:0007542	2.0	0.0
GO:0007548	0.0	1.0
GO:0007549	1.0	0.0
GO:0007552	0.0	1.0
GO:0007560	1.0	1.0
GO:0007562	1.0	0.0
GO:0007563	1.0	0.0
GO:0007568	4.0	0.0
GO:0007569	1.0	0.0
GO:0007584	11.0	0.0
GO:0007585	0.0	1.0
GO:0007586	3.0	1.0
GO:0007589	0.0	1.0
GO:0007596	3.0	0.0
GO:0007597	0.0	2.0
GO:0007599	5.0	0.0
GO:0007600	8.0	5.0
GO:0007601	4.0	4.0
GO:0007602	2.0	0.0
GO:0007603	1.0	0.0
GO:0007605	5.0	2.0
GO:0007606	2.0	0.0
GO:0007608	2.0	0.0
GO:0007610	16.0	4.0
GO:0007611	5.0	1.0
GO:0007612	1.0	1.0
GO:0007613	5.0	0.0
GO:0007614	1.0	0.0
GO:0007616	4.0	0.0
GO:0007617	1.0	0.0
GO:0007619	1.0	0.0
GO:0007622	1.0	0.0
GO:0007623	1.0	2.0
GO:0007625	1.0	0.0
GO:0007626	9.0	0.0
GO:0007629	1.0	0.0
GO:0007630	1.0	0.0
GO:0007631	1.0	1.0
GO:0007635	1.0	1.0
GO:0008010	0.0	6.0
GO:0008011	0.0	1.0
GO:0008016	1.0	1.0
GO:0008017	7.0	2.0
GO:0008021	3.0	0.0
GO:0008022	4.0	0.0
GO:0008023	1.0	0.0
GO:0008026	7.0	2.0
GO:0008031	1.0	0.0
GO:0008033	9.0	1.0
GO:0008037	4.0	0.0
GO:0008038	4.0	0.0
GO:0008039	1.0	0.0
GO:0008045	5.0	1.0
GO:0008047	7.0	0.0
GO:0008049	1.0	0.0
GO:0008053	1.0	0.0
GO:0008056	1.0	0.0
GO:0008061	0.0	11.0
GO:0008063	1.0	1.0
GO:0008064	2.0	1.0
GO:0008066	1.0	1.0
GO:0008069	1.0	0.0
GO:0008078	0.0	1.0
GO:0008079	2.0	0.0
GO:0008080	4.0	0.0
GO:0008081	1.0	1.0
GO:0008083	1.0	1.0
GO:0008088	1.0	0.0
GO:0008090	1.0	0.0
GO:0008091	1.0	0.0
GO:0008092	37.0	5.0
GO:0008094	10.0	0.0
GO:0008097	2.0	0.0
GO:0008104	43.0	16.0
GO:0008105	1.0	0.0
GO:0008106	2.0	0.0
GO:0008113	2.0	0.0
GO:0008119	1.0	0.0
GO:0008121	2.0	0.0
GO:0008134	12.0	3.0
GO:0008135	17.0	2.0
GO:0008137	1.0	0.0
GO:0008138	3.0	2.0
GO:0008139	1.0	0.0
GO:0008143	5.0	0.0
GO:0008144	4.0	0.0
GO:0008146	1.0	0.0
GO:0008150	735.0	172.0
GO:0008152	546.0	113.0
GO:0008168	19.0	3.0
GO:0008170	6.0	1.0
GO:0008172	1.0	1.0
GO:0008173	3.0	1.0
GO:0008174	0.0	1.0
GO:0008175	1.0	0.0
GO:0008177	1.0	0.0
GO:0008180	1.0	0.0
GO:0008184	1.0	0.0
GO:0008186	5.0	2.0
GO:0008187	2.0	0.0
GO:0008190	1.0	0.0
GO:0008191	1.0	0.0
GO:0008194	6.0	1.0
GO:0008198	3.0	0.0
GO:0008199	2.0	1.0
GO:0008200	0.0	1.0
GO:0008201	1.0	0.0
GO:0008202	10.0	0.0
GO:0008203	4.0	0.0
GO:0008205	2.0	0.0
GO:0008210	2.0	0.0
GO:0008213	5.0	0.0
GO:0008215	1.0	0.0
GO:0008217	1.0	2.0
GO:0008219	19.0	5.0
GO:0008233	37.0	33.0
GO:0008234	6.0	7.0
GO:0008235	1.0	2.0
GO:0008236	16.0	12.0
GO:0008237	9.0	11.0
GO:0008238	4.0	4.0
GO:0008239	1.0	0.0
GO:0008241	0.0	1.0
GO:0008242	1.0	1.0
GO:0008255	1.0	0.0
GO:0008258	2.0	0.0
GO:0008266	2.0	0.0
GO:0008270	25.0	16.0
GO:0008271	1.0	0.0
GO:0008272	1.0	0.0
GO:0008276	5.0	0.0
GO:0008277	1.0	1.0
GO:0008283	16.0	3.0
GO:0008284	10.0	2.0
GO:0008285	8.0	0.0
GO:0008286	3.0	1.0
GO:0008287	1.0	0.0
GO:0008289	16.0	4.0
GO:0008297	1.0	0.0
GO:0008298	1.0	0.0
GO:0008299	1.0	0.0
GO:0008301	0.0	1.0
GO:0008302	1.0	0.0
GO:0008305	1.0	0.0
GO:0008306	1.0	1.0
GO:0008307	13.0	1.0
GO:0008320	1.0	0.0
GO:0008324	22.0	5.0
GO:0008328	1.0	1.0
GO:0008333	1.0	0.0
GO:0008334	1.0	0.0
GO:0008340	5.0	1.0
GO:0008344	7.0	0.0
GO:0008345	1.0	0.0
GO:0008347	2.0	1.0
GO:0008354	3.0	0.0
GO:0008355	1.0	1.0
GO:0008356	7.0	0.0
GO:0008360	7.0	1.0
GO:0008361	3.0	1.0
GO:0008366	6.0	1.0
GO:0008374	3.0	0.0
GO:0008375	1.0	0.0
GO:0008376	2.0	0.0
GO:0008379	1.0	0.0
GO:0008380	13.0	4.0
GO:0008381	0.0	1.0
GO:0008395	2.0	0.0
GO:0008406	7.0	0.0
GO:0008407	2.0	0.0
GO:0008408	6.0	1.0
GO:0008409	4.0	0.0
GO:0008417	0.0	2.0
GO:0008430	1.0	0.0
GO:0008443	5.0	0.0
GO:0008452	1.0	0.0
GO:0008474	1.0	1.0
GO:0008479	1.0	0.0
GO:0008482	1.0	0.0
GO:0008483	3.0	0.0
GO:0008484	2.0	0.0
GO:0008504	1.0	0.0
GO:0008509	12.0	1.0
GO:0008510	1.0	0.0
GO:0008513	1.0	0.0
GO:0008514	9.0	0.0
GO:0008517	2.0	0.0
GO:0008519	4.0	1.0
GO:0008534	1.0	0.0
GO:0008535	1.0	0.0
GO:0008537	1.0	0.0
GO:0008540	1.0	0.0
GO:0008543	1.0	0.0
GO:0008553	1.0	0.0
GO:0008554	1.0	0.0
GO:0008556	1.0	0.0
GO:0008565	4.0	1.0
GO:0008582	3.0	0.0
GO:0008584	4.0	0.0
GO:0008586	2.0	0.0
GO:0008589	1.0	0.0
GO:0008593	7.0	1.0
GO:0008610	29.0	4.0
GO:0008612	1.0	0.0
GO:0008613	0.0	1.0
GO:0008616	1.0	0.0
GO:0008625	1.0	0.0
GO:0008630	1.0	3.0
GO:0008631	0.0	1.0
GO:0008635	1.0	0.0
GO:0008637	3.0	0.0
GO:0008643	4.0	4.0
GO:0008645	0.0	1.0
GO:0008649	2.0	0.0
GO:0008652	14.0	1.0
GO:0008653	3.0	0.0
GO:0008654	8.0	2.0
GO:0008655	1.0	1.0
GO:0008664	1.0	0.0
GO:0008686	2.0	0.0
GO:0008692	1.0	0.0
GO:0008713	3.0	0.0
GO:0008716	1.0	0.0
GO:0008732	1.0	0.0
GO:0008745	3.0	0.0
GO:0008757	7.0	1.0
GO:0008774	1.0	0.0
GO:0008783	1.0	0.0
GO:0008785	2.0	0.0
GO:0008808	1.0	0.0
GO:0008810	1.0	0.0
GO:0008837	1.0	0.0
GO:0008839	1.0	0.0
GO:0008859	0.0	1.0
GO:0008863	1.0	0.0
GO:0008905	1.0	0.0
GO:0008920	3.0	0.0
GO:0008932	2.0	0.0
GO:0008933	2.0	0.0
GO:0008965	1.0	0.0
GO:0008982	0.0	1.0
GO:0008988	1.0	0.0
GO:0008995	3.0	0.0
GO:0009014	1.0	0.0
GO:0009048	1.0	0.0
GO:0009055	16.0	0.0
GO:0009056	109.0	21.0
GO:0009057	40.0	8.0
GO:0009058	241.0	31.0
GO:0009059	148.0	22.0
GO:0009060	3.0	0.0
GO:0009062	7.0	0.0
GO:0009063	15.0	1.0
GO:0009064	10.0	1.0
GO:0009065	2.0	0.0
GO:0009066	5.0	1.0
GO:0009067	4.0	1.0
GO:0009068	1.0	0.0
GO:0009069	6.0	0.0
GO:0009070	3.0	0.0
GO:0009071	2.0	0.0
GO:0009072	1.0	1.0
GO:0009074	1.0	1.0
GO:0009078	1.0	0.0
GO:0009080	1.0	0.0
GO:0009081	3.0	0.0
GO:0009083	3.0	0.0
GO:0009084	7.0	0.0
GO:0009085	4.0	0.0
GO:0009086	0.0	1.0
GO:0009088	1.0	0.0
GO:0009089	4.0	0.0
GO:0009092	2.0	0.0
GO:0009102	2.0	0.0
GO:0009103	3.0	0.0
GO:0009106	1.0	0.0
GO:0009107	1.0	0.0
GO:0009108	15.0	0.0
GO:0009109	2.0	0.0
GO:0009110	5.0	0.0
GO:0009111	1.0	0.0
GO:0009112	6.0	1.0
GO:0009115	1.0	0.0
GO:0009116	30.0	2.0
GO:0009117	32.0	3.0
GO:0009118	1.0	0.0
GO:0009119	27.0	2.0
GO:0009123	13.0	3.0
GO:0009124	13.0	3.0
GO:0009126	6.0	1.0
GO:0009127	6.0	1.0
GO:0009129	7.0	2.0
GO:0009130	7.0	2.0
GO:0009132	0.0	1.0
GO:0009141	10.0	1.0
GO:0009142	9.0	1.0
GO:0009144	7.0	1.0
GO:0009145	7.0	1.0
GO:0009147	2.0	0.0
GO:0009148	1.0	0.0
GO:0009150	16.0	1.0
GO:0009152	15.0	1.0
GO:0009156	12.0	3.0
GO:0009157	1.0	1.0
GO:0009161	12.0	3.0
GO:0009162	1.0	1.0
GO:0009163	23.0	2.0
GO:0009164	3.0	0.0
GO:0009165	28.0	3.0
GO:0009166	1.0	0.0
GO:0009167	6.0	1.0
GO:0009168	6.0	1.0
GO:0009173	6.0	2.0
GO:0009174	6.0	2.0
GO:0009176	1.0	1.0
GO:0009177	1.0	1.0
GO:0009199	7.0	1.0
GO:0009200	1.0	0.0
GO:0009201	7.0	1.0
GO:0009205	7.0	1.0
GO:0009206	7.0	1.0
GO:0009208	1.0	0.0
GO:0009209	1.0	0.0
GO:0009211	1.0	0.0
GO:0009218	7.0	2.0
GO:0009219	1.0	1.0
GO:0009220	7.0	2.0
GO:0009221	1.0	1.0
GO:0009225	6.0	0.0
GO:0009226	4.0	0.0
GO:0009231	2.0	0.0
GO:0009240	2.0	0.0
GO:0009244	3.0	0.0
GO:0009245	1.0	0.0
GO:0009246	2.0	0.0
GO:0009247	2.0	0.0
GO:0009249	1.0	0.0
GO:0009250	3.0	0.0
GO:0009251	3.0	0.0
GO:0009252	2.0	0.0
GO:0009253	5.0	0.0
GO:0009254	2.0	0.0
GO:0009256	1.0	0.0
GO:0009258	1.0	0.0
GO:0009259	22.0	3.0
GO:0009260	21.0	3.0
GO:0009262	2.0	1.0
GO:0009263	2.0	1.0
GO:0009265	1.0	1.0
GO:0009266	20.0	3.0
GO:0009267	2.0	1.0
GO:0009268	1.0	0.0
GO:0009269	1.0	0.0
GO:0009274	1.0	0.0
GO:0009277	1.0	0.0
GO:0009279	4.0	0.0
GO:0009295	6.0	1.0
GO:0009297	2.0	1.0
GO:0009298	1.0	0.0
GO:0009299	0.0	1.0
GO:0009301	1.0	0.0
GO:0009306	1.0	0.0
GO:0009308	3.0	1.0
GO:0009309	1.0	0.0
GO:0009310	1.0	1.0
GO:0009311	7.0	1.0
GO:0009312	7.0	0.0
GO:0009313	0.0	1.0
GO:0009314	10.0	2.0
GO:0009317	2.0	0.0
GO:0009340	3.0	0.0
GO:0009349	2.0	0.0
GO:0009360	2.0	0.0
GO:0009374	1.0	0.0
GO:0009378	1.0	0.0
GO:0009380	3.0	0.0
GO:0009381	1.0	0.0
GO:0009392	1.0	0.0
GO:0009394	1.0	1.0
GO:0009395	2.0	0.0
GO:0009397	1.0	0.0
GO:0009401	1.0	3.0
GO:0009403	1.0	0.0
GO:0009404	1.0	0.0
GO:0009405	3.0	1.0
GO:0009408	14.0	3.0
GO:0009409	5.0	0.0
GO:0009410	0.0	1.0
GO:0009411	3.0	2.0
GO:0009414	1.0	0.0
GO:0009415	1.0	0.0
GO:0009416	8.0	2.0
GO:0009432	4.0	0.0
GO:0009437	1.0	0.0
GO:0009445	1.0	0.0
GO:0009446	1.0	0.0
GO:0009451	5.0	2.0
GO:0009452	1.0	1.0
GO:0009453	1.0	0.0
GO:0009506	4.0	1.0
GO:0009507	10.0	2.0
GO:0009514	2.0	0.0
GO:0009532	1.0	0.0
GO:0009536	10.0	2.0
GO:0009566	1.0	0.0
GO:0009570	1.0	0.0
GO:0009581	5.0	2.0
GO:0009582	5.0	2.0
GO:0009583	2.0	0.0
GO:0009584	1.0	0.0
GO:0009605	45.0	9.0
GO:0009607	16.0	5.0
GO:0009608	0.0	2.0
GO:0009609	0.0	2.0
GO:0009611	6.0	1.0
GO:0009612	4.0	2.0
GO:0009615	6.0	1.0
GO:0009617	4.0	4.0
GO:0009620	1.0	0.0
GO:0009628	41.0	10.0
GO:0009629	2.0	0.0
GO:0009636	6.0	2.0
GO:0009642	1.0	0.0
GO:0009644	1.0	0.0
GO:0009650	0.0	1.0
GO:0009651	5.0	0.0
GO:0009653	45.0	12.0
GO:0009678	1.0	0.0
GO:0009712	1.0	0.0
GO:0009719	27.0	2.0
GO:0009725	20.0	1.0
GO:0009734	1.0	0.0
GO:0009737	1.0	0.0
GO:0009743	5.0	0.0
GO:0009744	3.0	0.0
GO:0009746	2.0	0.0
GO:0009749	2.0	0.0
GO:0009751	1.0	0.0
GO:0009753	1.0	0.0
GO:0009755	2.0	0.0
GO:0009756	1.0	0.0
GO:0009757	1.0	0.0
GO:0009790	8.0	3.0
GO:0009791	4.0	1.0
GO:0009792	8.0	3.0
GO:0009794	1.0	1.0
GO:0009798	4.0	0.0
GO:0009799	1.0	0.0
GO:0009845	1.0	0.0
GO:0009853	0.0	1.0
GO:0009855	1.0	0.0
GO:0009880	2.0	0.0
GO:0009881	1.0	0.0
GO:0009886	9.0	3.0
GO:0009887	9.0	3.0
GO:0009888	26.0	6.0
GO:0009889	95.0	24.0
GO:0009890	23.0	2.0
GO:0009891	28.0	5.0
GO:0009892	55.0	5.0
GO:0009893	65.0	13.0
GO:0009894	14.0	4.0
GO:0009895	4.0	0.0
GO:0009896	7.0	1.0
GO:0009897	5.0	0.0
GO:0009898	3.0	0.0
GO:0009913	1.0	1.0
GO:0009925	2.0	0.0
GO:0009948	3.0	0.0
GO:0009950	2.0	0.0
GO:0009952	3.0	1.0
GO:0009953	3.0	0.0
GO:0009957	1.0	0.0
GO:0009966	52.0	17.0
GO:0009967	20.0	5.0
GO:0009968	26.0	9.0
GO:0009982	1.0	1.0
GO:0009986	12.0	4.0
GO:0009987	618.0	116.0
GO:0009991	23.0	1.0
GO:0009996	1.0	0.0
GO:0010001	2.0	0.0
GO:0010002	2.0	0.0
GO:0010004	1.0	0.0
GO:0010008	5.0	4.0
GO:0010032	1.0	1.0
GO:0010033	41.0	6.0
GO:0010035	13.0	3.0
GO:0010037	2.0	0.0
GO:0010038	11.0	2.0
